pch,1,INSERT,19,"EXPLAIN (ANALYZE, VERBOSE, COSTS, BUFFERS, /* TIMING, (9.2+) */ FORMAT text)
INSERT INTO s1_extract (
	year,study_or_comparison,study_id,area_id,band_id,sex,age_group,ses,inv_1,total_pop) /* 1 numerator(s) */
WITH n1 AS (	/* SAHSULAND_CANCER - Cancer cases in SAHSU land */
	SELECT s.area_id		/* Study or comparision resolution */,
	       c.year,
	       c.age_sex_group AS n_age_sex_group,
	       SUM(CASE 		/* Numerators - can overlap */
			WHEN ((	/* Investigation 1 ICD filters */
				    ""icd"" LIKE 'C34%' OR ""icd"" LIKE '162%' /* Filter 1 */) /* 1 lines of conditions: study: 1, inv: 1 */
			AND (1=1
				        /* No year filter required for investigation 1 */
				        /* No genders filter required for investigation 1 */
				        /* No age group filter required for investigation 1 */)
			) THEN total
			ELSE 0
	       END) inv_1_inv_1	/* Investigation 1 - Lung cancer */ 
	  FROM sahsuland_cancer c, 	/* Cancer cases in SAHSU land */
	       g_rif40_study_areas s 	/* Study or comparision area to be extracted */
	 WHERE c.level4 = s.area_id 	/* Study selection */
	       /* No age group filter required for denominator */
	   AND s.study_id = $1		/* Current study ID */
	   AND c.year = $2		/* Denominator (INSERT) year filter */
	 GROUP BY c.year, s.area_id, c.age_sex_group
) /* SAHSULAND_CANCER - Cancer cases in SAHSU land */
, d AS (
	SELECT d1.year, s.area_id, s.band_id, d1.age_sex_group,
	       c.ses,
	       SUM(COALESCE(d1.total, 0)) AS total_pop
	  FROM g_rif40_study_areas s, sahsuland_pop d1 	/* Study or comparison area to be extracted */
		LEFT OUTER JOIN sahsuland_covariates_level4 c ON (	/* Covariates */
			    d1.level4 = c.level4		/* Join at study geolevel */
			AND c.year = $2)
	 WHERE d1.year = $2		/* Denominator (INSERT) year filter */
	   AND s.area_id  = d1.level4	/* Study geolevel join */
	   AND s.area_id  IS NOT NULL	/* Exclude NULL geolevel */
	   AND s.study_id = $1		/* Current study ID */
	       /* No age group filter required for denominator */
	 GROUP BY d1.year, s.area_id, s.band_id, d1.age_sex_group, c.ses
) /* End of denominator */
SELECT d.year,
       'S' AS study_or_comparison,
       $1 AS study_id,
       d.area_id,
       d.band_id,
       TRUNC(d.age_sex_group/100) AS sex,
       MOD(d.age_sex_group, 100) AS age_group,
       d.ses,
       COALESCE(n1.inv_1_inv_1, 0) AS inv_1_inv_1, 
       d.total_pop
  FROM d			/* Denominator - SAHSU land population */
	LEFT OUTER JOIN n1 ON ( 	/* SAHSULAND_CANCER - Cancer cases in SAHSU land */
		    d.area_id		 = n1.area_id
		AND d.year		 = n1.year
		AND d.age_sex_group	 = n1.n_age_sex_group)
 ORDER BY 1, 2, 3, 4, 5, 6, 7",1,
pch,1,INSERT,20,"INSERT INTO s1_extract (
	year,study_or_comparison,study_id,area_id,band_id,sex,age_group,ses,inv_1,total_pop) /* 1 numerator(s) */
WITH n1 AS (	/* SAHSULAND_CANCER - Cancer cases in SAHSU land */
	SELECT s.area_id		/* Study or comparision resolution */,
	       c.year,
	       c.age_sex_group AS n_age_sex_group,
	       SUM(CASE 		/* Numerators - can overlap */
			WHEN ((	/* Investigation 1 ICD filters */
				    ""icd"" LIKE 'C34%' OR ""icd"" LIKE '162%' /* Filter 1 */) /* 1 lines of conditions: study: 1, inv: 1 */
			AND (1=1
				        /* No year filter required for investigation 1 */
				        /* No genders filter required for investigation 1 */
				        /* No age group filter required for investigation 1 */)
			) THEN total
			ELSE 0
	       END) inv_1_inv_1	/* Investigation 1 - Lung cancer */ 
	  FROM sahsuland_cancer c, 	/* Cancer cases in SAHSU land */
	       g_rif40_study_areas s 	/* Study or comparision area to be extracted */
	 WHERE c.level4 = s.area_id 	/* Study selection */
	       /* No age group filter required for denominator */
	   AND s.study_id = $1		/* Current study ID */
	   AND c.year = $2		/* Denominator (INSERT) year filter */
	 GROUP BY c.year, s.area_id, c.age_sex_group
) /* SAHSULAND_CANCER - Cancer cases in SAHSU land */
, d AS (
	SELECT d1.year, s.area_id, s.band_id, d1.age_sex_group,
	       c.ses,
	       SUM(COALESCE(d1.total, 0)) AS total_pop
	  FROM g_rif40_study_areas s, sahsuland_pop d1 	/* Study or comparison area to be extracted */
		LEFT OUTER JOIN sahsuland_covariates_level4 c ON (	/* Covariates */
			    d1.level4 = c.level4		/* Join at study geolevel */
			AND c.year = $2)
	 WHERE d1.year = $2		/* Denominator (INSERT) year filter */
	   AND s.area_id  = d1.level4	/* Study geolevel join */
	   AND s.area_id  IS NOT NULL	/* Exclude NULL geolevel */
	   AND s.study_id = $1		/* Current study ID */
	       /* No age group filter required for denominator */
	 GROUP BY d1.year, s.area_id, s.band_id, d1.age_sex_group, c.ses
) /* End of denominator */
SELECT d.year,
       'S' AS study_or_comparison,
       $1 AS study_id,
       d.area_id,
       d.band_id,
       TRUNC(d.age_sex_group/100) AS sex,
       MOD(d.age_sex_group, 100) AS age_group,
       d.ses,
       COALESCE(n1.inv_1_inv_1, 0) AS inv_1_inv_1, 
       d.total_pop
  FROM d			/* Denominator - SAHSU land population */
	LEFT OUTER JOIN n1 ON ( 	/* SAHSULAND_CANCER - Cancer cases in SAHSU land */
		    d.area_id		 = n1.area_id
		AND d.year		 = n1.year
		AND d.age_sex_group	 = n1.n_age_sex_group)
 ORDER BY 1, 2, 3, 4, 5, 6, 7",1,
pch,1,INSERT,21,"INSERT INTO s1_extract (
	year,study_or_comparison,study_id,area_id,band_id,sex,age_group,ses,inv_1,total_pop) /* 1 numerator(s) */
WITH n1 AS (	/* SAHSULAND_CANCER - Cancer cases in SAHSU land */
	SELECT s.area_id		/* Study or comparision resolution */,
	       c.year,
	       c.age_sex_group AS n_age_sex_group,
	       SUM(CASE 		/* Numerators - can overlap */
			WHEN ((	/* Investigation 1 ICD filters */
				    ""icd"" LIKE 'C34%' OR ""icd"" LIKE '162%' /* Filter 1 */) /* 1 lines of conditions: study: 1, inv: 1 */
			AND (1=1
				        /* No year filter required for investigation 1 */
				        /* No genders filter required for investigation 1 */
				        /* No age group filter required for investigation 1 */)
			) THEN total
			ELSE 0
	       END) inv_1_inv_1	/* Investigation 1 - Lung cancer */ 
	  FROM sahsuland_cancer c, 	/* Cancer cases in SAHSU land */
	       g_rif40_study_areas s 	/* Study or comparision area to be extracted */
	 WHERE c.level4 = s.area_id 	/* Study selection */
	       /* No age group filter required for denominator */
	   AND s.study_id = $1		/* Current study ID */
	   AND c.year = $2		/* Denominator (INSERT) year filter */
	 GROUP BY c.year, s.area_id, c.age_sex_group
) /* SAHSULAND_CANCER - Cancer cases in SAHSU land */
, d AS (
	SELECT d1.year, s.area_id, s.band_id, d1.age_sex_group,
	       c.ses,
	       SUM(COALESCE(d1.total, 0)) AS total_pop
	  FROM g_rif40_study_areas s, sahsuland_pop d1 	/* Study or comparison area to be extracted */
		LEFT OUTER JOIN sahsuland_covariates_level4 c ON (	/* Covariates */
			    d1.level4 = c.level4		/* Join at study geolevel */
			AND c.year = $2)
	 WHERE d1.year = $2		/* Denominator (INSERT) year filter */
	   AND s.area_id  = d1.level4	/* Study geolevel join */
	   AND s.area_id  IS NOT NULL	/* Exclude NULL geolevel */
	   AND s.study_id = $1		/* Current study ID */
	       /* No age group filter required for denominator */
	 GROUP BY d1.year, s.area_id, s.band_id, d1.age_sex_group, c.ses
) /* End of denominator */
SELECT d.year,
       'S' AS study_or_comparison,
       $1 AS study_id,
       d.area_id,
       d.band_id,
       TRUNC(d.age_sex_group/100) AS sex,
       MOD(d.age_sex_group, 100) AS age_group,
       d.ses,
       COALESCE(n1.inv_1_inv_1, 0) AS inv_1_inv_1, 
       d.total_pop
  FROM d			/* Denominator - SAHSU land population */
	LEFT OUTER JOIN n1 ON ( 	/* SAHSULAND_CANCER - Cancer cases in SAHSU land */
		    d.area_id		 = n1.area_id
		AND d.year		 = n1.year
		AND d.age_sex_group	 = n1.n_age_sex_group)
 ORDER BY 1, 2, 3, 4, 5, 6, 7",1,
pch,1,POST_INSERT,64,COMMENT ON COLUMN rif_studies.s1_map.posterior_probability IS 'The posterior probability (for indirectly standarised results) or NULL (for directly standardised results)',1,
pch,1,POST_INSERT,65,COMMENT ON COLUMN rif_studies.s1_map.residual_relative_risk IS 'The residual relative risk(for indirectly standarised results) or NULL (for directly standardised results)',1,
pch,1,INSERT,22,"INSERT INTO s1_extract (
	year,study_or_comparison,study_id,area_id,band_id,sex,age_group,ses,inv_1,total_pop) /* 1 numerator(s) */
WITH n1 AS (	/* SAHSULAND_CANCER - Cancer cases in SAHSU land */
	SELECT s.area_id		/* Study or comparision resolution */,
	       c.year,
	       c.age_sex_group AS n_age_sex_group,
	       SUM(CASE 		/* Numerators - can overlap */
			WHEN ((	/* Investigation 1 ICD filters */
				    ""icd"" LIKE 'C34%' OR ""icd"" LIKE '162%' /* Filter 1 */) /* 1 lines of conditions: study: 1, inv: 1 */
			AND (1=1
				        /* No year filter required for investigation 1 */
				        /* No genders filter required for investigation 1 */
				        /* No age group filter required for investigation 1 */)
			) THEN total
			ELSE 0
	       END) inv_1_inv_1	/* Investigation 1 - Lung cancer */ 
	  FROM sahsuland_cancer c, 	/* Cancer cases in SAHSU land */
	       g_rif40_study_areas s 	/* Study or comparision area to be extracted */
	 WHERE c.level4 = s.area_id 	/* Study selection */
	       /* No age group filter required for denominator */
	   AND s.study_id = $1		/* Current study ID */
	   AND c.year = $2		/* Denominator (INSERT) year filter */
	 GROUP BY c.year, s.area_id, c.age_sex_group
) /* SAHSULAND_CANCER - Cancer cases in SAHSU land */
, d AS (
	SELECT d1.year, s.area_id, s.band_id, d1.age_sex_group,
	       c.ses,
	       SUM(COALESCE(d1.total, 0)) AS total_pop
	  FROM g_rif40_study_areas s, sahsuland_pop d1 	/* Study or comparison area to be extracted */
		LEFT OUTER JOIN sahsuland_covariates_level4 c ON (	/* Covariates */
			    d1.level4 = c.level4		/* Join at study geolevel */
			AND c.year = $2)
	 WHERE d1.year = $2		/* Denominator (INSERT) year filter */
	   AND s.area_id  = d1.level4	/* Study geolevel join */
	   AND s.area_id  IS NOT NULL	/* Exclude NULL geolevel */
	   AND s.study_id = $1		/* Current study ID */
	       /* No age group filter required for denominator */
	 GROUP BY d1.year, s.area_id, s.band_id, d1.age_sex_group, c.ses
) /* End of denominator */
SELECT d.year,
       'S' AS study_or_comparison,
       $1 AS study_id,
       d.area_id,
       d.band_id,
       TRUNC(d.age_sex_group/100) AS sex,
       MOD(d.age_sex_group, 100) AS age_group,
       d.ses,
       COALESCE(n1.inv_1_inv_1, 0) AS inv_1_inv_1, 
       d.total_pop
  FROM d			/* Denominator - SAHSU land population */
	LEFT OUTER JOIN n1 ON ( 	/* SAHSULAND_CANCER - Cancer cases in SAHSU land */
		    d.area_id		 = n1.area_id
		AND d.year		 = n1.year
		AND d.age_sex_group	 = n1.n_age_sex_group)
 ORDER BY 1, 2, 3, 4, 5, 6, 7",1,
pch,1,INSERT,23,"INSERT INTO s1_extract (
	year,study_or_comparison,study_id,area_id,band_id,sex,age_group,ses,inv_1,total_pop) /* 1 numerator(s) */
WITH n1 AS (	/* SAHSULAND_CANCER - Cancer cases in SAHSU land */
	SELECT s.area_id		/* Study or comparision resolution */,
	       c.year,
	       c.age_sex_group AS n_age_sex_group,
	       SUM(CASE 		/* Numerators - can overlap */
			WHEN ((	/* Investigation 1 ICD filters */
				    ""icd"" LIKE 'C34%' OR ""icd"" LIKE '162%' /* Filter 1 */) /* 1 lines of conditions: study: 1, inv: 1 */
			AND (1=1
				        /* No year filter required for investigation 1 */
				        /* No genders filter required for investigation 1 */
				        /* No age group filter required for investigation 1 */)
			) THEN total
			ELSE 0
	       END) inv_1_inv_1	/* Investigation 1 - Lung cancer */ 
	  FROM sahsuland_cancer c, 	/* Cancer cases in SAHSU land */
	       g_rif40_study_areas s 	/* Study or comparision area to be extracted */
	 WHERE c.level4 = s.area_id 	/* Study selection */
	       /* No age group filter required for denominator */
	   AND s.study_id = $1		/* Current study ID */
	   AND c.year = $2		/* Denominator (INSERT) year filter */
	 GROUP BY c.year, s.area_id, c.age_sex_group
) /* SAHSULAND_CANCER - Cancer cases in SAHSU land */
, d AS (
	SELECT d1.year, s.area_id, s.band_id, d1.age_sex_group,
	       c.ses,
	       SUM(COALESCE(d1.total, 0)) AS total_pop
	  FROM g_rif40_study_areas s, sahsuland_pop d1 	/* Study or comparison area to be extracted */
		LEFT OUTER JOIN sahsuland_covariates_level4 c ON (	/* Covariates */
			    d1.level4 = c.level4		/* Join at study geolevel */
			AND c.year = $2)
	 WHERE d1.year = $2		/* Denominator (INSERT) year filter */
	   AND s.area_id  = d1.level4	/* Study geolevel join */
	   AND s.area_id  IS NOT NULL	/* Exclude NULL geolevel */
	   AND s.study_id = $1		/* Current study ID */
	       /* No age group filter required for denominator */
	 GROUP BY d1.year, s.area_id, s.band_id, d1.age_sex_group, c.ses
) /* End of denominator */
SELECT d.year,
       'S' AS study_or_comparison,
       $1 AS study_id,
       d.area_id,
       d.band_id,
       TRUNC(d.age_sex_group/100) AS sex,
       MOD(d.age_sex_group, 100) AS age_group,
       d.ses,
       COALESCE(n1.inv_1_inv_1, 0) AS inv_1_inv_1, 
       d.total_pop
  FROM d			/* Denominator - SAHSU land population */
	LEFT OUTER JOIN n1 ON ( 	/* SAHSULAND_CANCER - Cancer cases in SAHSU land */
		    d.area_id		 = n1.area_id
		AND d.year		 = n1.year
		AND d.age_sex_group	 = n1.n_age_sex_group)
 ORDER BY 1, 2, 3, 4, 5, 6, 7",1,
pch,1,INSERT,24,"INSERT INTO s1_extract (
	year,study_or_comparison,study_id,area_id,band_id,sex,age_group,ses,inv_1,total_pop) /* 1 numerator(s) */
WITH n1 AS (	/* SAHSULAND_CANCER - Cancer cases in SAHSU land */
	SELECT s.area_id		/* Study or comparision resolution */,
	       c.year,
	       c.age_sex_group AS n_age_sex_group,
	       SUM(CASE 		/* Numerators - can overlap */
			WHEN ((	/* Investigation 1 ICD filters */
				    ""icd"" LIKE 'C34%' OR ""icd"" LIKE '162%' /* Filter 1 */) /* 1 lines of conditions: study: 1, inv: 1 */
			AND (1=1
				        /* No year filter required for investigation 1 */
				        /* No genders filter required for investigation 1 */
				        /* No age group filter required for investigation 1 */)
			) THEN total
			ELSE 0
	       END) inv_1_inv_1	/* Investigation 1 - Lung cancer */ 
	  FROM sahsuland_cancer c, 	/* Cancer cases in SAHSU land */
	       g_rif40_study_areas s 	/* Study or comparision area to be extracted */
	 WHERE c.level4 = s.area_id 	/* Study selection */
	       /* No age group filter required for denominator */
	   AND s.study_id = $1		/* Current study ID */
	   AND c.year = $2		/* Denominator (INSERT) year filter */
	 GROUP BY c.year, s.area_id, c.age_sex_group
) /* SAHSULAND_CANCER - Cancer cases in SAHSU land */
, d AS (
	SELECT d1.year, s.area_id, s.band_id, d1.age_sex_group,
	       c.ses,
	       SUM(COALESCE(d1.total, 0)) AS total_pop
	  FROM g_rif40_study_areas s, sahsuland_pop d1 	/* Study or comparison area to be extracted */
		LEFT OUTER JOIN sahsuland_covariates_level4 c ON (	/* Covariates */
			    d1.level4 = c.level4		/* Join at study geolevel */
			AND c.year = $2)
	 WHERE d1.year = $2		/* Denominator (INSERT) year filter */
	   AND s.area_id  = d1.level4	/* Study geolevel join */
	   AND s.area_id  IS NOT NULL	/* Exclude NULL geolevel */
	   AND s.study_id = $1		/* Current study ID */
	       /* No age group filter required for denominator */
	 GROUP BY d1.year, s.area_id, s.band_id, d1.age_sex_group, c.ses
) /* End of denominator */
SELECT d.year,
       'S' AS study_or_comparison,
       $1 AS study_id,
       d.area_id,
       d.band_id,
       TRUNC(d.age_sex_group/100) AS sex,
       MOD(d.age_sex_group, 100) AS age_group,
       d.ses,
       COALESCE(n1.inv_1_inv_1, 0) AS inv_1_inv_1, 
       d.total_pop
  FROM d			/* Denominator - SAHSU land population */
	LEFT OUTER JOIN n1 ON ( 	/* SAHSULAND_CANCER - Cancer cases in SAHSU land */
		    d.area_id		 = n1.area_id
		AND d.year		 = n1.year
		AND d.age_sex_group	 = n1.n_age_sex_group)
 ORDER BY 1, 2, 3, 4, 5, 6, 7",1,
pch,1,INSERT,25,"INSERT INTO s1_extract (
	year,study_or_comparison,study_id,area_id,band_id,sex,age_group,ses,inv_1,total_pop) /* 1 numerator(s) */
WITH n1 AS (	/* SAHSULAND_CANCER - Cancer cases in SAHSU land */
	SELECT s.area_id		/* Study or comparision resolution */,
	       c.year,
	       c.age_sex_group AS n_age_sex_group,
	       SUM(CASE 		/* Numerators - can overlap */
			WHEN ((	/* Investigation 1 ICD filters */
				    ""icd"" LIKE 'C34%' OR ""icd"" LIKE '162%' /* Filter 1 */) /* 1 lines of conditions: study: 1, inv: 1 */
			AND (1=1
				        /* No year filter required for investigation 1 */
				        /* No genders filter required for investigation 1 */
				        /* No age group filter required for investigation 1 */)
			) THEN total
			ELSE 0
	       END) inv_1_inv_1	/* Investigation 1 - Lung cancer */ 
	  FROM sahsuland_cancer c, 	/* Cancer cases in SAHSU land */
	       g_rif40_study_areas s 	/* Study or comparision area to be extracted */
	 WHERE c.level4 = s.area_id 	/* Study selection */
	       /* No age group filter required for denominator */
	   AND s.study_id = $1		/* Current study ID */
	   AND c.year = $2		/* Denominator (INSERT) year filter */
	 GROUP BY c.year, s.area_id, c.age_sex_group
) /* SAHSULAND_CANCER - Cancer cases in SAHSU land */
, d AS (
	SELECT d1.year, s.area_id, s.band_id, d1.age_sex_group,
	       c.ses,
	       SUM(COALESCE(d1.total, 0)) AS total_pop
	  FROM g_rif40_study_areas s, sahsuland_pop d1 	/* Study or comparison area to be extracted */
		LEFT OUTER JOIN sahsuland_covariates_level4 c ON (	/* Covariates */
			    d1.level4 = c.level4		/* Join at study geolevel */
			AND c.year = $2)
	 WHERE d1.year = $2		/* Denominator (INSERT) year filter */
	   AND s.area_id  = d1.level4	/* Study geolevel join */
	   AND s.area_id  IS NOT NULL	/* Exclude NULL geolevel */
	   AND s.study_id = $1		/* Current study ID */
	       /* No age group filter required for denominator */
	 GROUP BY d1.year, s.area_id, s.band_id, d1.age_sex_group, c.ses
) /* End of denominator */
SELECT d.year,
       'S' AS study_or_comparison,
       $1 AS study_id,
       d.area_id,
       d.band_id,
       TRUNC(d.age_sex_group/100) AS sex,
       MOD(d.age_sex_group, 100) AS age_group,
       d.ses,
       COALESCE(n1.inv_1_inv_1, 0) AS inv_1_inv_1, 
       d.total_pop
  FROM d			/* Denominator - SAHSU land population */
	LEFT OUTER JOIN n1 ON ( 	/* SAHSULAND_CANCER - Cancer cases in SAHSU land */
		    d.area_id		 = n1.area_id
		AND d.year		 = n1.year
		AND d.age_sex_group	 = n1.n_age_sex_group)
 ORDER BY 1, 2, 3, 4, 5, 6, 7",1,
pch,1,INSERT,26,"INSERT INTO s1_extract (
	year,study_or_comparison,study_id,area_id,band_id,sex,age_group,ses,inv_1,total_pop) /* 1 numerator(s) */
WITH n1 AS (	/* SAHSULAND_CANCER - Cancer cases in SAHSU land */
	SELECT s.area_id		/* Study or comparision resolution */,
	       c.year,
	       c.age_sex_group AS n_age_sex_group,
	       SUM(CASE 		/* Numerators - can overlap */
			WHEN ((	/* Investigation 1 ICD filters */
				    ""icd"" LIKE 'C34%' OR ""icd"" LIKE '162%' /* Filter 1 */) /* 1 lines of conditions: study: 1, inv: 1 */
			AND (1=1
				        /* No year filter required for investigation 1 */
				        /* No genders filter required for investigation 1 */
				        /* No age group filter required for investigation 1 */)
			) THEN total
			ELSE 0
	       END) inv_1_inv_1	/* Investigation 1 - Lung cancer */ 
	  FROM sahsuland_cancer c, 	/* Cancer cases in SAHSU land */
	       g_rif40_study_areas s 	/* Study or comparision area to be extracted */
	 WHERE c.level4 = s.area_id 	/* Study selection */
	       /* No age group filter required for denominator */
	   AND s.study_id = $1		/* Current study ID */
	   AND c.year = $2		/* Denominator (INSERT) year filter */
	 GROUP BY c.year, s.area_id, c.age_sex_group
) /* SAHSULAND_CANCER - Cancer cases in SAHSU land */
, d AS (
	SELECT d1.year, s.area_id, s.band_id, d1.age_sex_group,
	       c.ses,
	       SUM(COALESCE(d1.total, 0)) AS total_pop
	  FROM g_rif40_study_areas s, sahsuland_pop d1 	/* Study or comparison area to be extracted */
		LEFT OUTER JOIN sahsuland_covariates_level4 c ON (	/* Covariates */
			    d1.level4 = c.level4		/* Join at study geolevel */
			AND c.year = $2)
	 WHERE d1.year = $2		/* Denominator (INSERT) year filter */
	   AND s.area_id  = d1.level4	/* Study geolevel join */
	   AND s.area_id  IS NOT NULL	/* Exclude NULL geolevel */
	   AND s.study_id = $1		/* Current study ID */
	       /* No age group filter required for denominator */
	 GROUP BY d1.year, s.area_id, s.band_id, d1.age_sex_group, c.ses
) /* End of denominator */
SELECT d.year,
       'S' AS study_or_comparison,
       $1 AS study_id,
       d.area_id,
       d.band_id,
       TRUNC(d.age_sex_group/100) AS sex,
       MOD(d.age_sex_group, 100) AS age_group,
       d.ses,
       COALESCE(n1.inv_1_inv_1, 0) AS inv_1_inv_1, 
       d.total_pop
  FROM d			/* Denominator - SAHSU land population */
	LEFT OUTER JOIN n1 ON ( 	/* SAHSULAND_CANCER - Cancer cases in SAHSU land */
		    d.area_id		 = n1.area_id
		AND d.year		 = n1.year
		AND d.age_sex_group	 = n1.n_age_sex_group)
 ORDER BY 1, 2, 3, 4, 5, 6, 7",1,
pch,1,INSERT,27,"INSERT INTO g_rif40_comparison_areas(study_id, area_id)
SELECT study_id, area_id
  FROM rif40_comparison_areas
 WHERE study_id = $1 /* Current study ID */
 ORDER BY study_id, area_id",1,
