RIF40_AGE_GROUP_NAMES,AGE_GROUP_ID,"<a href=\"?vproc=web_common.display_table&00tab=web_desc&00flt=column_name_href&owner_hide=RIF40&table_name_hide=RIF40_AGE_GROUP_NAMES&11owner_hide=RIF40&11table_name_hide=RIF40_AGE_GROUP_NAMES&01str=1&01idx=1&01vws=1&01syn=1&01grt=1&01grc=1&01aud=1&01aus=1\" name=\"web_desc\" title=\"Describe TABLE\">RIF40_AGE_GROUP_NAMES</a>","<a href=\"?vproc=web_common.display_table&00tab=web_column&owner_hide=RIF40&table_name_hide=RIF40_AGE_GROUP_NAMES&column_name_hide=AGE_GROUP_ID&11owner_hide=RIF40&11table_name_hide=RIF40_AGE_GROUP_NAMES&11column_name_hide=AGE_GROUP_ID&01grt=1&01grc=1&01fga=1&01fgac=1&01aud=1&01aus=1&01hst=AGE_GROUP_ID&01grp=AGE_GROUP_ID\" name=\"web_column_rif40_rif40_age_group_names_age_group_id\" title=\"Describe AGE_GROUP_ID [NUMBER(3)]\">AGE_GROUP_ID</a>",NOT NULL,NUMBER(3),AGE_GROUP_ID
RIF40_AGE_GROUP_NAMES,AGE_GROUP_NAME,"<a href=\"?vproc=web_common.display_table&00tab=web_desc&00flt=column_name_href&owner_hide=RIF40&table_name_hide=RIF40_AGE_GROUP_NAMES&11owner_hide=RIF40&11table_name_hide=RIF40_AGE_GROUP_NAMES&01str=1&01idx=1&01vws=1&01syn=1&01grt=1&01grc=1&01aud=1&01aus=1\" name=\"web_desc\" title=\"Describe TABLE\">RIF40_AGE_GROUP_NAMES</a>","<a href=\"?vproc=web_common.display_table&00tab=web_column&owner_hide=RIF40&table_name_hide=RIF40_AGE_GROUP_NAMES&column_name_hide=AGE_GROUP_NAME&11owner_hide=RIF40&11table_name_hide=RIF40_AGE_GROUP_NAMES&11column_name_hide=AGE_GROUP_NAME&01grt=1&01grc=1&01fga=1&01fgac=1&01aud=1&01aus=1&01hst=AGE_GROUP_NAME&01grp=AGE_GROUP_NAME\" name=\"web_column_rif40_rif40_age_group_names_age_group_name\" title=\"Describe AGE_GROUP_NAME [VARCHAR2(50)]\">AGE_GROUP_NAME</a>",NOT NULL,VARCHAR2(50),Age Group Name
RIF40_A_AND_E,A_AND_E_3CHAR,"<a href=\"?vproc=web_common.display_table&00tab=web_desc&00flt=column_name_href&owner_hide=RIF40&table_name_hide=RIF40_A_AND_E&11owner_hide=RIF40&11table_name_hide=RIF40_A_AND_E&01str=1&01idx=1&01vws=1&01syn=1&01grt=1&01grc=1&01aud=1&01aus=1\" name=\"web_desc\" title=\"Describe TABLE\">RIF40_A_AND_E</a>","<a href=\"?vproc=web_common.display_table&00tab=web_column&owner_hide=RIF40&table_name_hide=RIF40_A_AND_E&column_name_hide=A_AND_E_3CHAR&11owner_hide=RIF40&11table_name_hide=RIF40_A_AND_E&11column_name_hide=A_AND_E_3CHAR&01grt=1&01grc=1&01fga=1&01fgac=1&01aud=1&01aus=1&01hst=A_AND_E_3CHAR&01grp=A_AND_E_3CHAR\" name=\"web_column_rif40_rif40_a_and_e_a_and_e_3char\" title=\"Describe A_AND_E_3CHAR [VARCHAR2(4)]\">A_AND_E_3CHAR</a>",NOT NULL,VARCHAR2(4),Clinical diagnosis
RIF40_A_AND_E,TEXT_3CHAR,"<a href=\"?vproc=web_common.display_table&00tab=web_desc&00flt=column_name_href&owner_hide=RIF40&table_name_hide=RIF40_A_AND_E&11owner_hide=RIF40&11table_name_hide=RIF40_A_AND_E&01str=1&01idx=1&01vws=1&01syn=1&01grt=1&01grc=1&01aud=1&01aus=1\" name=\"web_desc\" title=\"Describe TABLE\">RIF40_A_AND_E</a>","<a href=\"?vproc=web_common.display_table&00tab=web_column&owner_hide=RIF40&table_name_hide=RIF40_A_AND_E&column_name_hide=TEXT_3CHAR&11owner_hide=RIF40&11table_name_hide=RIF40_A_AND_E&11column_name_hide=TEXT_3CHAR&01grt=1&01grc=1&01fga=1&01fgac=1&01aud=1&01aus=1&01hst=TEXT_3CHAR&01grp=TEXT_3CHAR\" name=\"web_column_rif40_rif40_a_and_e_text_3char\" title=\"Describe TEXT_3CHAR [VARCHAR2(200)]\">TEXT_3CHAR</a>",NULL,VARCHAR2(200),Clinical diagnosis chapter textual description
RIF40_COLUMNS,COLUMN_NAME_HIDE,,"<a href=\"?vproc=web_common.display_table&00tab=web_column&owner_hide=RIF40&table_name_hide=RIF40_COLUMNS&column_name_hide=COLUMN_NAME_HIDE&11owner_hide=RIF40&11table_name_hide=RIF40_COLUMNS&11column_name_hide=COLUMN_NAME_HIDE&01grt=1&01grc=1&01fga=1&01fgac=1&01aud=1&01aus=1&01hst=COLUMN_NAME_HIDE&01grp=COLUMN_NAME_HIDE\" name=\"web_column_rif40_rif40_columns_column_name_hide\" title=\"Describe COLUMN_NAME_HIDE [VARCHAR2(30)]\">COLUMN_NAME_HIDE</a>",NOT NULL,VARCHAR2(30),Column name
RIF40_COLUMNS,COLUMN_NAME_HREF,,"<a href=\"?vproc=web_common.display_table&00tab=web_column&owner_hide=RIF40&table_name_hide=RIF40_COLUMNS&column_name_hide=COLUMN_NAME_HREF&11owner_hide=RIF40&11table_name_hide=RIF40_COLUMNS&11column_name_hide=COLUMN_NAME_HREF&01grt=1&01grc=1&01fga=1&01fgac=1&01aud=1&01aus=1&01hst=COLUMN_NAME_HREF&01grp=COLUMN_NAME_HREF\" name=\"web_column_rif40_rif40_columns_column_name_href\" title=\"Describe COLUMN_NAME_HREF [VARCHAR2(847)]\">COLUMN_NAME_HREF</a>",NULL,VARCHAR2(847),Column name
RIF40_COLUMNS,COMMENTS,,"<a href=\"?vproc=web_common.display_table&00tab=web_column&owner_hide=RIF40&table_name_hide=RIF40_COLUMNS&column_name_hide=COMMENTS&11owner_hide=RIF40&11table_name_hide=RIF40_COLUMNS&11column_name_hide=COMMENTS&01grt=1&01grc=1&01fga=1&01fgac=1&01aud=1&01aus=1&01hst=COMMENTS&01grp=COMMENTS\" name=\"web_column_rif40_rif40_columns_comments\" title=\"Describe COMMENTS [VARCHAR2(4000)]\">COMMENTS</a>",NULL,VARCHAR2(4000),Brief comments
RIF40_COLUMNS,NULLABLE,,"<a href=\"?vproc=web_common.display_table&00tab=web_column&owner_hide=RIF40&table_name_hide=RIF40_COLUMNS&column_name_hide=NULLABLE&11owner_hide=RIF40&11table_name_hide=RIF40_COLUMNS&11column_name_hide=NULLABLE&01grt=1&01grc=1&01fga=1&01fgac=1&01aud=1&01aus=1&01hst=NULLABLE&01grp=NULLABLE\" name=\"web_column_rif40_rif40_columns_nullable\" title=\"Describe NULLABLE [VARCHAR2(8)]\">NULLABLE</a>",NULL,VARCHAR2(8),Null/Not Null
RIF40_COLUMNS,ORACLE_DATA_TYPE,,"<a href=\"?vproc=web_common.display_table&00tab=web_column&owner_hide=RIF40&table_name_hide=RIF40_COLUMNS&column_name_hide=ORACLE_DATA_TYPE&11owner_hide=RIF40&11table_name_hide=RIF40_COLUMNS&11column_name_hide=ORACLE_DATA_TYPE&01grt=1&01grc=1&01fga=1&01fgac=1&01aud=1&01aus=1&01hst=ORACLE_DATA_TYPE&01grp=ORACLE_DATA_TYPE\" name=\"web_column_rif40_rif40_columns_oracle_data_type\" title=\"Describe ORACLE_DATA_TYPE [VARCHAR2(189)]\">ORACLE_DATA_TYPE</a>",NULL,VARCHAR2(189),Oracle data type
RIF40_COLUMNS,TABLE_OR_VIEW_NAME_HIDE,,"<a href=\"?vproc=web_common.display_table&00tab=web_column&owner_hide=RIF40&table_name_hide=RIF40_COLUMNS&column_name_hide=TABLE_OR_VIEW_NAME_HIDE&11owner_hide=RIF40&11table_name_hide=RIF40_COLUMNS&11column_name_hide=TABLE_OR_VIEW_NAME_HIDE&01grt=1&01grc=1&01fga=1&01fgac=1&01aud=1&01aus=1&01hst=TABLE_OR_VIEW_NAME_HIDE&01grp=TABLE_OR_VIEW_NAME_HIDE\" name=\"web_column_rif40_rif40_columns_table_or_view_name_hide\" title=\"Describe TABLE_OR_VIEW_NAME_HIDE [VARCHAR2(30)]\">TABLE_OR_VIEW_NAME_HIDE</a>",NOT NULL,VARCHAR2(30),Table or view name
RIF40_COLUMNS,TABLE_OR_VIEW_NAME_HREF,,"<a href=\"?vproc=web_common.display_table&00tab=web_column&owner_hide=RIF40&table_name_hide=RIF40_COLUMNS&column_name_hide=TABLE_OR_VIEW_NAME_HREF&11owner_hide=RIF40&11table_name_hide=RIF40_COLUMNS&11column_name_hide=TABLE_OR_VIEW_NAME_HREF&01grt=1&01grc=1&01fga=1&01fgac=1&01aud=1&01aus=1&01hst=TABLE_OR_VIEW_NAME_HREF&01grp=TABLE_OR_VIEW_NAME_HREF\" name=\"web_column_rif40_rif40_columns_table_or_view_name_href\" title=\"Describe TABLE_OR_VIEW_NAME_HREF [VARCHAR2(522)]\">TABLE_OR_VIEW_NAME_HREF</a>",NULL,VARCHAR2(522),Table or view name
RIF40_COMPARISON_AREAS,AREA_ID,,"<a href=\"?vproc=web_common.display_table&00tab=web_column&owner_hide=RIF40&table_name_hide=RIF40_COMPARISON_AREAS&column_name_hide=AREA_ID&11owner_hide=RIF40&11table_name_hide=RIF40_COMPARISON_AREAS&11column_name_hide=AREA_ID&01grt=1&01grc=1&01fga=1&01fgac=1&01aud=1&01aus=1&01hst=AREA_ID&01grp=AREA_ID\" name=\"web_column_rif40_rif40_comparison_areas_area_id\" title=\"Describe AREA_ID [VARCHAR2(300)]\">AREA_ID</a>",NOT NULL,VARCHAR2(300),"An area id, the value of a geolevel; i.e. the value of the column T_RIF40_GEOLEVELS.GEOLEVEL_NAME in table T_RIF40_GEOLEVELS.LOOKUP_TABLE"
RIF40_COMPARISON_AREAS,STUDY_ID,,"<a href=\"?vproc=web_common.display_table&00tab=web_column&owner_hide=RIF40&table_name_hide=RIF40_COMPARISON_AREAS&column_name_hide=STUDY_ID&11owner_hide=RIF40&11table_name_hide=RIF40_COMPARISON_AREAS&11column_name_hide=STUDY_ID&01grt=1&01grc=1&01fga=1&01fgac=1&01aud=1&01aus=1&01hst=STUDY_ID&01grp=STUDY_ID\" name=\"web_column_rif40_rif40_comparison_areas_study_id\" title=\"Describe STUDY_ID [NUMBER(8)]\">STUDY_ID</a>",NOT NULL,NUMBER(8),Unique study index: study_id. Created by SEQUENCE rif40_study_id_seq
RIF40_COMPARISON_AREAS,USERNAME,,"<a href=\"?vproc=web_common.display_table&00tab=web_column&owner_hide=RIF40&table_name_hide=RIF40_COMPARISON_AREAS&column_name_hide=USERNAME&11owner_hide=RIF40&11table_name_hide=RIF40_COMPARISON_AREAS&11column_name_hide=USERNAME&01grt=1&01grc=1&01fga=1&01fgac=1&01aud=1&01aus=1&01hst=USERNAME&01grp=USERNAME\" name=\"web_column_rif40_rif40_comparison_areas_username\" title=\"Describe USERNAME [VARCHAR2(90)]\">USERNAME</a>",NOT NULL,VARCHAR2(90),Username
RIF40_CONTEXTUAL_STATS,AREA_ID,,"<a href=\"?vproc=web_common.display_table&00tab=web_column&owner_hide=RIF40&table_name_hide=RIF40_CONTEXTUAL_STATS&column_name_hide=AREA_ID&11owner_hide=RIF40&11table_name_hide=RIF40_CONTEXTUAL_STATS&11column_name_hide=AREA_ID&01grt=1&01grc=1&01fga=1&01fgac=1&01aud=1&01aus=1&01hst=AREA_ID&01grp=AREA_ID\" name=\"web_column_rif40_rif40_contextual_stats_area_id\" title=\"Describe AREA_ID [NUMBER(8)]\">AREA_ID</a>",NOT NULL,NUMBER(8),"An area id, the value of a geolevel; i.e. the value of the column T_RIF40_GEOLEVELS.GEOLEVEL_NAME in table T_RIF40_GEOLEVELS.LOOKUP_TABLE"
RIF40_CONTEXTUAL_STATS,AREA_OBSERVED,,"<a href=\"?vproc=web_common.display_table&00tab=web_column&owner_hide=RIF40&table_name_hide=RIF40_CONTEXTUAL_STATS&column_name_hide=AREA_OBSERVED&11owner_hide=RIF40&11table_name_hide=RIF40_CONTEXTUAL_STATS&11column_name_hide=AREA_OBSERVED&01grt=1&01grc=1&01fga=1&01fgac=1&01aud=1&01aus=1&01hst=AREA_OBSERVED&01grp=AREA_OBSERVED\" name=\"web_column_rif40_rif40_contextual_stats_area_observed\" title=\"Describe AREA_OBSERVED [NUMBER(38,6)]\">AREA_OBSERVED</a>",NULL,"NUMBER(38,6)",Total observed in area
RIF40_CONTEXTUAL_STATS,AREA_POPULATION,,"<a href=\"?vproc=web_common.display_table&00tab=web_column&owner_hide=RIF40&table_name_hide=RIF40_CONTEXTUAL_STATS&column_name_hide=AREA_POPULATION&11owner_hide=RIF40&11table_name_hide=RIF40_CONTEXTUAL_STATS&11column_name_hide=AREA_POPULATION&01grt=1&01grc=1&01fga=1&01fgac=1&01aud=1&01aus=1&01hst=AREA_POPULATION&01grp=AREA_POPULATION\" name=\"web_column_rif40_rif40_contextual_stats_area_population\" title=\"Describe AREA_POPULATION [NUMBER(38,6)]\">AREA_POPULATION</a>",NULL,"NUMBER(38,6)",Total population in area
RIF40_CONTEXTUAL_STATS,INV_ID,,"<a href=\"?vproc=web_common.display_table&00tab=web_column&owner_hide=RIF40&table_name_hide=RIF40_CONTEXTUAL_STATS&column_name_hide=INV_ID&11owner_hide=RIF40&11table_name_hide=RIF40_CONTEXTUAL_STATS&11column_name_hide=INV_ID&01grt=1&01grc=1&01fga=1&01fgac=1&01aud=1&01aus=1&01hst=INV_ID&01grp=INV_ID\" name=\"web_column_rif40_rif40_contextual_stats_inv_id\" title=\"Describe INV_ID [NUMBER(8)]\">INV_ID</a>",NOT NULL,NUMBER(8),Unique investigation index: inv_id. Created by SEQUENCE rif40_inv_id_seq
RIF40_CONTEXTUAL_STATS,STUDY_ID,,"<a href=\"?vproc=web_common.display_table&00tab=web_column&owner_hide=RIF40&table_name_hide=RIF40_CONTEXTUAL_STATS&column_name_hide=STUDY_ID&11owner_hide=RIF40&11table_name_hide=RIF40_CONTEXTUAL_STATS&11column_name_hide=STUDY_ID&01grt=1&01grc=1&01fga=1&01fgac=1&01aud=1&01aus=1&01hst=STUDY_ID&01grp=STUDY_ID\" name=\"web_column_rif40_rif40_contextual_stats_study_id\" title=\"Describe STUDY_ID [NUMBER(8)]\">STUDY_ID</a>",NOT NULL,NUMBER(8),Unique study index: study_id. Created by SEQUENCE rif40_study_id_seq
RIF40_CONTEXTUAL_STATS,TOTAL_COMPARISION_POPULATION,,"<a href=\"?vproc=web_common.display_table&00tab=web_column&owner_hide=RIF40&table_name_hide=RIF40_CONTEXTUAL_STATS&column_name_hide=TOTAL_COMPARISION_POPULATION&11owner_hide=RIF40&11table_name_hide=RIF40_CONTEXTUAL_STATS&11column_name_hide=TOTAL_COMPARISION_POPULATION&01grt=1&01grc=1&01fga=1&01fgac=1&01aud=1&01aus=1&01hst=TOTAL_COMPARISION_POPULATION&01grp=TOTAL_COMPARISION_POPULATION\" name=\"web_column_rif40_rif40_contextual_stats_total_comparision_population\" title=\"Describe TOTAL_COMPARISION_POPULATION [NUMBER(38,6)]\">TOTAL_COMPARISION_POPULATION</a>",NULL,"NUMBER(38,6)",Total comparison population. Used for internal calculations.
RIF40_CONTEXTUAL_STATS,USERNAME,,"<a href=\"?vproc=web_common.display_table&00tab=web_column&owner_hide=RIF40&table_name_hide=RIF40_CONTEXTUAL_STATS&column_name_hide=USERNAME&11owner_hide=RIF40&11table_name_hide=RIF40_CONTEXTUAL_STATS&11column_name_hide=USERNAME&01grt=1&01grc=1&01fga=1&01fgac=1&01aud=1&01aus=1&01hst=USERNAME&01grp=USERNAME\" name=\"web_column_rif40_rif40_contextual_stats_username\" title=\"Describe USERNAME [VARCHAR2(90)]\">USERNAME</a>",NOT NULL,VARCHAR2(90),Username
RIF40_CONTEXTUAL_STATS,VARIANCE_HIGH,,"<a href=\"?vproc=web_common.display_table&00tab=web_column&owner_hide=RIF40&table_name_hide=RIF40_CONTEXTUAL_STATS&column_name_hide=VARIANCE_HIGH&11owner_hide=RIF40&11table_name_hide=RIF40_CONTEXTUAL_STATS&11column_name_hide=VARIANCE_HIGH&01grt=1&01grc=1&01fga=1&01fgac=1&01aud=1&01aus=1&01hst=VARIANCE_HIGH&01grp=VARIANCE_HIGH\" name=\"web_column_rif40_rif40_contextual_stats_variance_high\" title=\"Describe VARIANCE_HIGH [NUMBER(38,6)]\">VARIANCE_HIGH</a>",NULL,"NUMBER(38,6)",Variance (observed > 100). Used for internal calculations.
RIF40_CONTEXTUAL_STATS,VARIANCE_LOW,,"<a href=\"?vproc=web_common.display_table&00tab=web_column&owner_hide=RIF40&table_name_hide=RIF40_CONTEXTUAL_STATS&column_name_hide=VARIANCE_LOW&11owner_hide=RIF40&11table_name_hide=RIF40_CONTEXTUAL_STATS&11column_name_hide=VARIANCE_LOW&01grt=1&01grc=1&01fga=1&01fgac=1&01aud=1&01aus=1&01hst=VARIANCE_LOW&01grp=VARIANCE_LOW\" name=\"web_column_rif40_rif40_contextual_stats_variance_low\" title=\"Describe VARIANCE_LOW [NUMBER(38,6)]\">VARIANCE_LOW</a>",NULL,"NUMBER(38,6)",Variance (observed <= 100). Used for internal calculations.
