SAHSU_GRD_LEVEL4,AREANAME,GID,GEOGRAPHIC_CENTROID
"01.002.000500.4","01.002.000500.4","22","{""type"":""Point"",""coordinates"":[-6.65094,55.1443]}"
"01.002.000500.5","01.002.000500.5","23","{""type"":""Point"",""coordinates"":[-6.65972,55.1366]}"
"01.002.000500.6","01.002.000500.6","24","{""type"":""Point"",""coordinates"":[-6.68099,55.1292]}"
"01.002.000500.7","01.002.000500.7","25","{""type"":""Point"",""coordinates"":[-6.63302,55.1333]}"
"01.002.000500.8","01.002.000500.8","26","{""type"":""Point"",""coordinates"":[-6.64614,55.1345]}"
"01.002.000500.9","01.002.000500.9","27","{""type"":""Point"",""coordinates"":[-6.65649,55.1283]}"
"01.002.000600.1","01.002.000600.1","28","{""type"":""Point"",""coordinates"":[-6.63824,55.1224]}"
"01.002.000600.2","01.002.000600.2","29","{""type"":""Point"",""coordinates"":[-6.71592,55.0841]}"
"01.002.000600.3","01.002.000600.3","30","{""type"":""Point"",""coordinates"":[-6.6984,55.106]}"
"01.002.000600.4","01.002.000600.4","31","{""type"":""Point"",""coordinates"":[-6.6805,55.1098]}"
"01.002.000600.5","01.002.000600.5","32","{""type"":""Point"",""coordinates"":[-6.64947,55.1128]}"
"01.002.000600.6","01.002.000600.6","33","{""type"":""Point"",""coordinates"":[-6.64588,55.1052]}"
"01.002.000600.7","01.002.000600.7","34","{""type"":""Point"",""coordinates"":[-6.70547,55.0826]}"
"01.002.000600.8","01.002.000600.8","35","{""type"":""Point"",""coordinates"":[-6.64154,55.0957]}"
"01.002.000600.9","01.002.000600.9","36","{""type"":""Point"",""coordinates"":[-6.6594,55.0921]}"
"01.002.000700.1","01.002.000700.1","37","{""type"":""Point"",""coordinates"":[-6.64216,55.0875]}"
"01.002.000700.2","01.002.000700.2","38","{""type"":""Point"",""coordinates"":[-6.63234,55.0845]}"
"01.002.000700.3","01.002.000700.3","39","{""type"":""Point"",""coordinates"":[-6.68139,55.0736]}"
"01.002.000700.4","01.002.000700.4","40","{""type"":""Point"",""coordinates"":[-6.66989,55.0758]}"
"01.002.000700.5","01.002.000700.5","41","{""type"":""Point"",""coordinates"":[-6.65558,55.0825]}"
"01.002.000700.6","01.002.000700.6","42","{""type"":""Point"",""coordinates"":[-6.65528,55.0765]}"
"01.002.000700.7","01.002.000700.7","43","{""type"":""Point"",""coordinates"":[-6.64177,55.0761]}"
"01.002.000800.1","01.002.000800.1","44","{""type"":""Point"",""coordinates"":[-6.62417,55.0732]}"
"01.002.000800.2","01.002.000800.2","45","{""type"":""Point"",""coordinates"":[-6.63018,55.0682]}"
"01.002.000800.3","01.002.000800.3","46","{""type"":""Point"",""coordinates"":[-6.65738,55.0698]}"
"01.002.000800.4","01.002.000800.4","47","{""type"":""Point"",""coordinates"":[-6.65261,55.0674]}"
"01.002.000800.5","01.002.000800.5","48","{""type"":""Point"",""coordinates"":[-6.63994,55.0685]}"
"01.002.000800.6","01.002.000800.6","49","{""type"":""Point"",""coordinates"":[-6.67515,55.0621]}"
"01.002.000800.7","01.002.000800.7","50","{""type"":""Point"",""coordinates"":[-6.62125,55.0654]}"
"01.002.000900.1","01.002.000900.1","51","{""type"":""Point"",""coordinates"":[-6.63008,55.0602]}"
"01.002.000900.2","01.002.000900.2","52","{""type"":""Point"",""coordinates"":[-6.61995,55.0539]}"
"01.002.000900.3","01.002.000900.3","53","{""type"":""Point"",""coordinates"":[-6.64068,55.0532]}"
"01.002.000900.4","01.002.000900.4","54","{""type"":""Point"",""coordinates"":[-6.61201,55.0471]}"
"01.002.000900.5","01.002.000900.5","55","{""type"":""Point"",""coordinates"":[-6.64081,55.0457]}"
"01.002.000900.6","01.002.000900.6","56","{""type"":""Point"",""coordinates"":[-6.6261,55.0457]}"
"01.002.000900.7","01.002.000900.7","57","{""type"":""Point"",""coordinates"":[-6.63999,55.0409]}"
"01.002.000900.8","01.002.000900.8","58","{""type"":""Point"",""coordinates"":[-6.62655,55.0415]}"
"01.002.000900.9","01.002.000900.9","59","{""type"":""Point"",""coordinates"":[-6.61441,55.0392]}"
"01.002.001000.1","01.002.001000.1","60","{""type"":""Point"",""coordinates"":[-6.66019,55.0603]}"
"01.002.001000.2","01.002.001000.2","61","{""type"":""Point"",""coordinates"":[-6.65538,55.0587]}"
"01.002.001000.3","01.002.001000.3","62","{""type"":""Point"",""coordinates"":[-6.66771,55.0572]}"
"01.002.001000.4","01.002.001000.4","63","{""type"":""Point"",""coordinates"":[-6.65115,55.0533]}"
"01.002.001000.5","01.002.001000.5","64","{""type"":""Point"",""coordinates"":[-6.66379,55.0461]}"
"01.002.001000.6","01.002.001000.6","65","{""type"":""Point"",""coordinates"":[-6.65482,55.0446]}"
"01.002.001000.7","01.002.001000.7","66","{""type"":""Point"",""coordinates"":[-6.65367,55.041]}"
"01.002.001100.1","01.002.001100.1","67","{""type"":""Point"",""coordinates"":[-6.70905,55.0259]}"
"01.002.001100.2","01.002.001100.2","68","{""type"":""Point"",""coordinates"":[-6.73366,55.0112]}"
"01.002.001100.3","01.002.001100.3","69","{""type"":""Point"",""coordinates"":[-6.74372,55.0028]}"
"01.002.001100.4","01.002.001100.4","70","{""type"":""Point"",""coordinates"":[-6.74888,54.9972]}"
"01.002.001100.5","01.002.001100.5","71","{""type"":""Point"",""coordinates"":[-6.72406,54.9986]}"
"01.002.001100.6","01.002.001100.6","72","{""type"":""Point"",""coordinates"":[-6.73779,54.9977]}"
"01.002.001100.7","01.002.001100.7","73","{""type"":""Point"",""coordinates"":[-6.67884,55.0426]}"
"01.002.001200.1","01.002.001200.1","74","{""type"":""Point"",""coordinates"":[-6.65246,55.0368]}"
"01.002.001200.2","01.002.001200.2","75","{""type"":""Point"",""coordinates"":[-6.64022,55.0372]}"
"01.002.001200.3","01.002.001200.3","76","{""type"":""Point"",""coordinates"":[-6.62615,55.0351]}"
"01.002.001200.4","01.002.001200.4","77","{""type"":""Point"",""coordinates"":[-6.67273,55.0318]}"
"01.002.001200.5","01.002.001200.5","78","{""type"":""Point"",""coordinates"":[-6.66134,55.0325]}"
"01.002.001200.6","01.002.001200.6","79","{""type"":""Point"",""coordinates"":[-6.65258,55.0329]}"
"01.002.001200.7","01.002.001200.7","80","{""type"":""Point"",""coordinates"":[-6.63971,55.0316]}"
"01.002.001300.1","01.002.001300.1","81","{""type"":""Point"",""coordinates"":[-6.61953,55.0289]}"
"01.002.001300.2","01.002.001300.2","82","{""type"":""Point"",""coordinates"":[-6.62724,55.03]}"
"01.002.001300.3","01.002.001300.3","83","{""type"":""Point"",""coordinates"":[-6.64937,55.0239]}"
"01.002.001300.4","01.002.001300.4","84","{""type"":""Point"",""coordinates"":[-6.63794,55.0232]}"
"01.002.001300.5","01.002.001300.5","85","{""type"":""Point"",""coordinates"":[-6.61992,55.009]}"
"01.002.001300.6","01.002.001300.6","86","{""type"":""Point"",""coordinates"":[-6.65179,55.007]}"
"01.002.001300.7","01.002.001300.7","87","{""type"":""Point"",""coordinates"":[-6.6367,54.9953]}"
"01.002.001300.8","01.002.001300.8","88","{""type"":""Point"",""coordinates"":[-6.63008,55.0014]}"
"01.002.001300.9","01.002.001300.9","89","{""type"":""Point"",""coordinates"":[-6.64566,55.0144]}"
"01.002.001400.1","01.002.001400.1","90","{""type"":""Point"",""coordinates"":[-6.67181,55.023]}"
"01.002.001400.2","01.002.001400.2","91","{""type"":""Point"",""coordinates"":[-6.66157,55.0229]}"
"01.002.001400.3","01.002.001400.3","92","{""type"":""Point"",""coordinates"":[-6.68493,55.0123]}"
"01.002.001400.4","01.002.001400.4","93","{""type"":""Point"",""coordinates"":[-6.6991,55.0077]}"
"01.002.001400.5","01.002.001400.5","94","{""type"":""Point"",""coordinates"":[-6.66566,55.0124]}"
"01.002.001400.6","01.002.001400.6","95","{""type"":""Point"",""coordinates"":[-6.6705,54.9945]}"
"01.002.001400.7","01.002.001400.7","96","{""type"":""Point"",""coordinates"":[-6.66616,55.0046]}"
"01.002.001400.8","01.002.001400.8","97","{""type"":""Point"",""coordinates"":[-6.70565,55.0027]}"
"01.002.001400.9","01.002.001400.9","98","{""type"":""Point"",""coordinates"":[-6.67323,54.9993]}"
"01.002.001500.1","01.002.001500.1","99","{""type"":""Point"",""coordinates"":[-6.66334,54.9885]}"
"01.002.001500.2","01.002.001500.2","100","{""type"":""Point"",""coordinates"":[-6.60679,54.9917]}"
"01.002.001500.3","01.002.001500.3","101","{""type"":""Point"",""coordinates"":[-6.64729,54.9851]}"
"01.002.001500.4","01.002.001500.4","102","{""type"":""Point"",""coordinates"":[-6.64774,54.9807]}"
"01.002.001500.5","01.002.001500.5","103","{""type"":""Point"",""coordinates"":[-6.60459,54.978]}"
"01.002.001500.6","01.002.001500.6","104","{""type"":""Point"",""coordinates"":[-6.59188,54.9747]}"
"01.002.001500.7","01.002.001500.7","105","{""type"":""Point"",""coordinates"":[-6.62368,54.9601]}"
"01.002.001500.8","01.002.001500.8","106","{""type"":""Point"",""coordinates"":[-6.60944,54.9637]}"
"01.002.001600.1","01.002.001600.1","107","{""type"":""Point"",""coordinates"":[-6.71421,54.9941]}"
"01.002.001600.2","01.002.001600.2","108","{""type"":""Point"",""coordinates"":[-6.75185,54.9854]}"
"01.002.001600.3","01.002.001600.3","109","{""type"":""Point"",""coordinates"":[-6.68353,54.9954]}"
"01.002.001600.4","01.002.001600.4","110","{""type"":""Point"",""coordinates"":[-6.67926,54.9888]}"
"01.002.001600.5","01.002.001600.5","111","{""type"":""Point"",""coordinates"":[-6.73075,54.987]}"
"01.002.001600.6","01.002.001600.6","112","{""type"":""Point"",""coordinates"":[-6.70082,54.9818]}"
"01.002.001600.7","01.002.001600.7","113","{""type"":""Point"",""coordinates"":[-6.74861,54.9736]}"
"01.002.001600.8","01.002.001600.8","114","{""type"":""Point"",""coordinates"":[-6.74008,54.9747]}"
"01.002.001700.1","01.002.001700.1","115","{""type"":""Point"",""coordinates"":[-6.82034,54.9562]}"
"01.002.001700.2","01.002.001700.2","116","{""type"":""Point"",""coordinates"":[-6.79162,54.9547]}"
"01.002.001700.3","01.002.001700.3","117","{""type"":""Point"",""coordinates"":[-6.76353,54.9621]}"
"01.002.001700.4","01.002.001700.4","118","{""type"":""Point"",""coordinates"":[-6.74537,54.9647]}"
"01.002.001700.5","01.002.001700.5","119","{""type"":""Point"",""coordinates"":[-6.76327,54.9525]}"
"01.002.001700.6","01.002.001700.6","120","{""type"":""Point"",""coordinates"":[-6.74465,54.9498]}"
"01.002.001700.7","01.002.001700.7","121","{""type"":""Point"",""coordinates"":[-6.78993,54.9281]}"
"01.002.001700.8","01.002.001700.8","122","{""type"":""Point"",""coordinates"":[-6.76125,54.9373]}"
"01.002.001700.9","01.002.001700.9","123","{""type"":""Point"",""coordinates"":[-6.75886,54.9313]}"
"01.002.001800.1","01.002.001800.1","124","{""type"":""Point"",""coordinates"":[-6.71426,54.9774]}"
"01.002.001800.2","01.002.001800.2","125","{""type"":""Point"",""coordinates"":[-6.72953,54.9754]}"
"01.002.001800.3","01.002.001800.3","126","{""type"":""Point"",""coordinates"":[-6.67262,54.9393]}"
"01.002.001800.4","01.002.001800.4","127","{""type"":""Point"",""coordinates"":[-6.73383,54.9683]}"
"01.002.001800.5","01.002.001800.5","128","{""type"":""Point"",""coordinates"":[-6.61435,54.9379]}"
"01.002.001800.6","01.002.001800.6","129","{""type"":""Point"",""coordinates"":[-6.73115,54.9617]}"
"01.002.001800.7","01.002.001800.7","130","{""type"":""Point"",""coordinates"":[-6.72941,54.9543]}"
"01.002.001800.8","01.002.001800.8","131","{""type"":""Point"",""coordinates"":[-6.72876,54.9475]}"
"01.002.001900.1","01.002.001900.1","132","{""type"":""Point"",""coordinates"":[-6.74027,54.9347]}"
"01.002.001900.2","01.002.001900.2","133","{""type"":""Point"",""coordinates"":[-6.72737,54.9376]}"
"01.002.001900.3","01.002.001900.3","134","{""type"":""Point"",""coordinates"":[-6.71721,54.9361]}"
"01.002.001900.4","01.002.001900.4","135","{""type"":""Point"",""coordinates"":[-6.7063,54.9179]}"
"01.002.001900.5","01.002.001900.5","136","{""type"":""Point"",""coordinates"":[-6.71025,54.9294]}"
"01.002.001900.6","01.002.001900.6","137","{""type"":""Point"",""coordinates"":[-6.69921,54.9262]}"
"01.002.001900.7","01.002.001900.7","138","{""type"":""Point"",""coordinates"":[-6.67777,54.9208]}"
"01.002.001900.8","01.002.001900.8","139","{""type"":""Point"",""coordinates"":[-6.69536,54.9174]}"
"01.002.002000.1","01.002.002000.1","140","{""type"":""Point"",""coordinates"":[-6.73266,54.9144]}"
"01.002.002000.2","01.002.002000.2","141","{""type"":""Point"",""coordinates"":[-6.75734,54.8971]}"
"01.002.002000.3","01.002.002000.3","142","{""type"":""Point"",""coordinates"":[-6.72141,54.8926]}"
"01.002.002000.4","01.002.002000.4","143","{""type"":""Point"",""coordinates"":[-6.71359,54.8619]}"
"01.002.002000.5","01.002.002000.5","144","{""type"":""Point"",""coordinates"":[-6.76097,54.9125]}"
"01.002.002100.1","01.002.002100.1","145","{""type"":""Point"",""coordinates"":[-6.65726,54.9173]}"
"01.002.002100.2","01.002.002100.2","146","{""type"":""Point"",""coordinates"":[-6.67685,54.9032]}"
"01.002.002100.3","01.002.002100.3","147","{""type"":""Point"",""coordinates"":[-6.69092,54.9018]}"
"01.002.002100.4","01.002.002100.4","148","{""type"":""Point"",""coordinates"":[-6.65839,54.9032]}"
"01.002.002100.5","01.002.002100.5","149","{""type"":""Point"",""coordinates"":[-6.68472,54.9023]}"
"01.002.002100.6","01.002.002100.6","150","{""type"":""Point"",""coordinates"":[-6.59613,54.9092]}"
"01.002.002100.7","01.002.002100.7","151","{""type"":""Point"",""coordinates"":[-6.64367,54.9013]}"
"01.002.002100.8","01.002.002100.8","152","{""type"":""Point"",""coordinates"":[-6.5979,54.8968]}"
"01.002.002200.1","01.002.002200.1","153","{""type"":""Point"",""coordinates"":[-6.64332,54.8929]}"
"01.002.002200.2","01.002.002200.2","154","{""type"":""Point"",""coordinates"":[-6.65928,54.8824]}"
"01.002.002200.3","01.002.002200.3","155","{""type"":""Point"",""coordinates"":[-6.64834,54.8815]}"
"01.002.002200.4","01.002.002200.4","156","{""type"":""Point"",""coordinates"":[-6.67883,54.8684]}"
"01.002.002200.5","01.002.002200.5","157","{""type"":""Point"",""coordinates"":[-6.62274,54.8794]}"
"01.002.002200.6","01.002.002200.6","158","{""type"":""Point"",""coordinates"":[-6.63616,54.8545]}"
"01.002.002300.1","01.002.002300.1","159","{""type"":""Point"",""coordinates"":[-6.5769,54.8679]}"
"01.002.002300.2","01.002.002300.2","160","{""type"":""Point"",""coordinates"":[-6.57207,54.8601]}"
"01.002.002300.3","01.002.002300.3","161","{""type"":""Point"",""coordinates"":[-6.60483,54.8551]}"
"01.002.002300.4","01.002.002300.4","162","{""type"":""Point"",""coordinates"":[-6.5896,54.8567]}"
"01.002.002300.5","01.002.002300.5","163","{""type"":""Point"",""coordinates"":[-6.57952,54.8518]}"
"01.002.002300.6","01.002.002300.6","164","{""type"":""Point"",""coordinates"":[-6.59617,54.8448]}"
"01.002.002300.7","01.002.002300.7","165","{""type"":""Point"",""coordinates"":[-6.58313,54.8739]}"
"01.002.002300.8","01.002.002300.8","166","{""type"":""Point"",""coordinates"":[-6.5824,54.8346]}"
"01.003.003300.1","01.003.003300.1","167","{""type"":""Point"",""coordinates"":[-7.38981,54.8346]}"
"01.003.003400.1","01.003.003400.1","168","{""type"":""Point"",""coordinates"":[-6.80007,54.8016]}"
"01.003.003400.2","01.003.003400.2","169","{""type"":""Point"",""coordinates"":[-6.91152,54.7759]}"
"01.003.003400.3","01.003.003400.3","170","{""type"":""Point"",""coordinates"":[-6.8682,54.781]}"
"01.003.003400.4","01.003.003400.4","171","{""type"":""Point"",""coordinates"":[-6.80238,54.7961]}"
"01.003.003400.5","01.003.003400.5","172","{""type"":""Point"",""coordinates"":[-6.73308,54.7604]}"
"01.003.003400.6","01.003.003400.6","173","{""type"":""Point"",""coordinates"":[-6.84582,54.7222]}"
"01.004.011100.1","01.004.011100.1","174","{""type"":""Point"",""coordinates"":[-6.54642,54.9854]}"
"01.004.011100.2","01.004.011100.2","175","{""type"":""Point"",""coordinates"":[-6.53652,54.9466]}"
"01.004.011100.3","01.004.011100.3","176","{""type"":""Point"",""coordinates"":[-6.57611,54.9531]}"
"01.004.011100.4","01.004.011100.4","177","{""type"":""Point"",""coordinates"":[-6.53724,54.9035]}"
"01.004.011100.5","01.004.011100.5","178","{""type"":""Point"",""coordinates"":[-6.52754,54.8626]}"
"01.004.011200.1","01.004.011200.1","179","{""type"":""Point"",""coordinates"":[-6.46827,54.8231]}"
"01.004.011200.2","01.004.011200.2","180","{""type"":""Point"",""coordinates"":[-6.55248,54.8361]}"
"01.004.011200.3","01.004.011200.3","181","{""type"":""Point"",""coordinates"":[-6.59102,54.7995]}"
"01.004.011200.4","01.004.011200.4","182","{""type"":""Point"",""coordinates"":[-6.54326,54.8243]}"
"01.004.011200.5","01.004.011200.5","183","{""type"":""Point"",""coordinates"":[-6.52634,54.8152]}"
"01.004.011200.6","01.004.011200.6","184","{""type"":""Point"",""coordinates"":[-6.52949,54.7983]}"
"01.004.011300.1","01.004.011300.1","185","{""type"":""Point"",""coordinates"":[-6.5442,54.7578]}"
"01.004.011300.2","01.004.011300.2","186","{""type"":""Point"",""coordinates"":[-6.48355,54.7762]}"
"01.004.011300.3","01.004.011300.3","187","{""type"":""Point"",""coordinates"":[-6.45349,54.7602]}"
"01.004.011300.4","01.004.011300.4","188","{""type"":""Point"",""coordinates"":[-6.52079,54.7655]}"
"01.004.011300.5","01.004.011300.5","189","{""type"":""Point"",""coordinates"":[-6.50577,54.7603]}"
"01.004.011400.1","01.004.011400.1","190","{""type"":""Point"",""coordinates"":[-6.51937,54.751]}"
"01.004.011400.2","01.004.011400.2","191","{""type"":""Point"",""coordinates"":[-6.51602,54.7432]}"
"01.004.011400.3","01.004.011400.3","192","{""type"":""Point"",""coordinates"":[-6.51588,54.7347]}"
"01.004.011400.4","01.004.011400.4","193","{""type"":""Point"",""coordinates"":[-6.54704,54.725]}"
"01.004.011400.5","01.004.011400.5","194","{""type"":""Point"",""coordinates"":[-6.49601,54.7263]}"
"01.004.011400.6","01.004.011400.6","195","{""type"":""Point"",""coordinates"":[-6.53482,54.7264]}"
"01.004.011400.7","01.004.011400.7","196","{""type"":""Point"",""coordinates"":[-6.50643,54.7258]}"
"01.004.011400.8","01.004.011400.8","197","{""type"":""Point"",""coordinates"":[-6.51928,54.7223]}"
"01.004.011400.9","01.004.011400.9","198","{""type"":""Point"",""coordinates"":[-6.52013,54.7285]}"
"01.004.011500.1","01.004.011500.1","199","{""type"":""Point"",""coordinates"":[-6.4786,54.7243]}"
"01.004.011500.2","01.004.011500.2","200","{""type"":""Point"",""coordinates"":[-6.54162,54.6997]}"
"01.004.011500.3","01.004.011500.3","201","{""type"":""Point"",""coordinates"":[-6.5216,54.717]}"
"01.004.011500.4","01.004.011500.4","202","{""type"":""Point"",""coordinates"":[-6.49654,54.7159]}"
"01.004.011500.5","01.004.011500.5","203","{""type"":""Point"",""coordinates"":[-6.48373,54.7156]}"
"01.004.011500.6","01.004.011500.6","204","{""type"":""Point"",""coordinates"":[-6.50697,54.7173]}"
"01.004.011500.7","01.004.011500.7","205","{""type"":""Point"",""coordinates"":[-6.52345,54.7081]}"
"01.004.011500.8","01.004.011500.8","206","{""type"":""Point"",""coordinates"":[-6.5062,54.7129]}"
"01.004.011500.9","01.004.011500.9","207","{""type"":""Point"",""coordinates"":[-6.54066,54.7136]}"
"01.004.011600.1","01.004.011600.1","208","{""type"":""Point"",""coordinates"":[-6.51091,54.7055]}"
"01.004.011600.2","01.004.011600.2","209","{""type"":""Point"",""coordinates"":[-6.49071,54.7085]}"
"01.004.011600.3","01.004.011600.3","210","{""type"":""Point"",""coordinates"":[-6.47724,54.7054]}"
"01.004.011600.4","01.004.011600.4","211","{""type"":""Point"",""coordinates"":[-6.48435,54.6997]}"
"01.004.011600.5","01.004.011600.5","212","{""type"":""Point"",""coordinates"":[-6.50733,54.7025]}"
"01.004.011600.6","01.004.011600.6","213","{""type"":""Point"",""coordinates"":[-6.50751,54.6986]}"
"01.004.011600.7","01.004.011600.7","214","{""type"":""Point"",""coordinates"":[-6.49357,54.6946]}"
"01.004.011600.8","01.004.011600.8","215","{""type"":""Point"",""coordinates"":[-6.47997,54.693]}"
"01.004.011600.9","01.004.011600.9","216","{""type"":""Point"",""coordinates"":[-6.48643,54.6874]}"
"01.004.011700.1","01.004.011700.1","217","{""type"":""Point"",""coordinates"":[-6.52709,54.6935]}"
"01.004.011700.2","01.004.011700.2","218","{""type"":""Point"",""coordinates"":[-6.51187,54.6927]}"
"01.004.011700.3","01.004.011700.3","219","{""type"":""Point"",""coordinates"":[-6.50281,54.6907]}"
"01.004.011700.4","01.004.011700.4","220","{""type"":""Point"",""coordinates"":[-6.5093,54.6839]}"
"01.004.011700.5","01.004.011700.5","221","{""type"":""Point"",""coordinates"":[-6.53504,54.6751]}"
"01.004.011700.6","01.004.011700.6","222","{""type"":""Point"",""coordinates"":[-6.52611,54.6735]}"
"01.004.011700.7","01.004.011700.7","223","{""type"":""Point"",""coordinates"":[-6.50186,54.6768]}"
"01.004.011700.8","01.004.011700.8","224","{""type"":""Point"",""coordinates"":[-6.54642,54.6728]}"
"01.004.011700.9","01.004.011700.9","225","{""type"":""Point"",""coordinates"":[-6.51819,54.6696]}"
"01.004.011800.1","01.004.011800.1","226","{""type"":""Point"",""coordinates"":[-6.59522,54.7069]}"
"01.004.011800.2","01.004.011800.2","227","{""type"":""Point"",""coordinates"":[-6.55564,54.6714]}"
"01.004.011900.1","01.004.011900.1","228","{""type"":""Point"",""coordinates"":[-6.42949,54.7312]}"
"01.004.011900.2","01.004.011900.2","229","{""type"":""Point"",""coordinates"":[-6.40952,54.6925]}"
"01.004.011900.3","01.004.011900.3","230","{""type"":""Point"",""coordinates"":[-6.49724,54.6629]}"
"01.005.002400.1","01.005.002400.1","231","{""type"":""Point"",""coordinates"":[-6.05874,55.0376]}"
"01.005.002400.2","01.005.002400.2","232","{""type"":""Point"",""coordinates"":[-6.24829,54.782]}"
"01.006.002500.1","01.006.002500.1","233","{""type"":""Point"",""coordinates"":[-6.01147,54.7625]}"
"01.006.002500.2","01.006.002500.2","234","{""type"":""Point"",""coordinates"":[-5.88629,54.7712]}"
"01.006.002500.3","01.006.002500.3","235","{""type"":""Point"",""coordinates"":[-6.04121,54.6255]}"
"01.006.002600.1","01.006.002600.1","236","{""type"":""Point"",""coordinates"":[-5.82857,54.8045]}"
"01.006.002600.2","01.006.002600.2","237","{""type"":""Point"",""coordinates"":[-5.73524,54.612]}"
"01.006.002700.1","01.006.002700.1","238","{""type"":""Point"",""coordinates"":[-5.49945,54.9749]}"
"01.007.012000.1","01.007.012000.1","239","{""type"":""Point"",""coordinates"":[-7.00762,54.4335]}"
"01.007.012000.2","01.007.012000.2","240","{""type"":""Point"",""coordinates"":[-7.03886,54.4534]}"
"01.007.012000.3","01.007.012000.3","241","{""type"":""Point"",""coordinates"":[-7.23331,54.391]}"
"01.007.012100.1","01.007.012100.1","242","{""type"":""Point"",""coordinates"":[-7.00795,54.3589]}"
"01.007.012100.2","01.007.012100.2","243","{""type"":""Point"",""coordinates"":[-7.03276,54.355]}"
"01.007.012100.3","01.007.012100.3","244","{""type"":""Point"",""coordinates"":[-7.04353,54.3472]}"
"01.007.012100.4","01.007.012100.4","245","{""type"":""Point"",""coordinates"":[-7.05101,54.3308]}"
"01.007.012100.5","01.007.012100.5","246","{""type"":""Point"",""coordinates"":[-7.03491,54.3369]}"
"01.007.012100.6","01.007.012100.6","247","{""type"":""Point"",""coordinates"":[-7.03116,54.3315]}"
"01.007.012200.1","01.007.012200.1","248","{""type"":""Point"",""coordinates"":[-6.99836,54.3464]}"
"01.007.012200.2","01.007.012200.2","249","{""type"":""Point"",""coordinates"":[-7.01758,54.3442]}"
"01.007.012200.3","01.007.012200.3","250","{""type"":""Point"",""coordinates"":[-7.00816,54.3443]}"
"01.007.012200.4","01.007.012200.4","251","{""type"":""Point"",""coordinates"":[-7.00903,54.3327]}"
"01.007.012200.5","01.007.012200.5","252","{""type"":""Point"",""coordinates"":[-7.02671,54.3371]}"
"01.007.012200.6","01.007.012200.6","253","{""type"":""Point"",""coordinates"":[-7.01754,54.3361]}"
"01.007.012200.7","01.007.012200.7","254","{""type"":""Point"",""coordinates"":[-7.00916,54.3367]}"
"01.007.012300.1","01.007.012300.1","255","{""type"":""Point"",""coordinates"":[-6.91435,54.3418]}"
"01.007.012300.2","01.007.012300.2","256","{""type"":""Point"",""coordinates"":[-7.06101,54.2625]}"
"01.007.012400.1","01.007.012400.1","257","{""type"":""Point"",""coordinates"":[-6.82134,54.2006]}"
"01.007.012400.2","01.007.012400.2","258","{""type"":""Point"",""coordinates"":[-6.67735,54.2489]}"
"01.007.012400.3","01.007.012400.3","259","{""type"":""Point"",""coordinates"":[-6.63516,54.1761]}"
"01.007.012500.1","01.007.012500.1","260","{""type"":""Point"",""coordinates"":[-6.93069,53.9886]}"
"01.008.001000.1","01.008.001000.1","261","{""type"":""Point"",""coordinates"":[-6.48724,54.4341]}"
"01.008.001000.2","01.008.001000.2","262","{""type"":""Point"",""coordinates"":[-6.50968,54.4256]}"
