area_id,gid,gid_rowindex,username,study_id,inv_id,band_id,genders,direct_standardisation,adjusted,observed,expected,lower95,upper95,relative_risk,smoothed_relative_risk,posterior_probability,posterior_probability_upper95,posterior_probability_lower95,residual_relative_risk,residual_rr_lower95,residual_rr_upper95,smoothed_smr,smoothed_smr_lower95,smoothed_smr_upper95
01.002.000500.3,21,0000000021_0000000001,pch,1,1,21,1,0,0,102,,,,,,,,,,,,,,
01.002.000500.3,21,0000000021_0000000002,pch,1,1,21,2,0,0,42,,,,,,,,,,,,,,
01.002.000500.3,21,0000000021_0000000003,pch,1,1,21,3,0,0,144,,,,,,,,,,,,,,
01.002.000500.4,22,0000000022_0000000001,pch,1,1,22,1,0,0,144,,,,,,,,,,,,,,
01.002.000500.4,22,0000000022_0000000002,pch,1,1,22,2,0,0,44,,,,,,,,,,,,,,
01.002.000500.4,22,0000000022_0000000003,pch,1,1,22,3,0,0,188,,,,,,,,,,,,,,
01.002.000500.5,23,0000000023_0000000001,pch,1,1,23,1,0,0,60,,,,,,,,,,,,,,
01.002.000500.5,23,0000000023_0000000002,pch,1,1,23,2,0,0,28,,,,,,,,,,,,,,
01.002.000500.5,23,0000000023_0000000003,pch,1,1,23,3,0,0,88,,,,,,,,,,,,,,
01.002.000500.6,24,0000000024_0000000001,pch,1,1,24,1,0,0,50,,,,,,,,,,,,,,
01.002.000500.6,24,0000000024_0000000002,pch,1,1,24,2,0,0,28,,,,,,,,,,,,,,
01.002.000500.6,24,0000000024_0000000003,pch,1,1,24,3,0,0,78,,,,,,,,,,,,,,
01.002.000500.7,25,0000000025_0000000001,pch,1,1,25,1,0,0,60,,,,,,,,,,,,,,
01.002.000500.7,25,0000000025_0000000002,pch,1,1,25,2,0,0,28,,,,,,,,,,,,,,
01.002.000500.7,25,0000000025_0000000003,pch,1,1,25,3,0,0,88,,,,,,,,,,,,,,
01.002.000500.8,26,0000000026_0000000001,pch,1,1,26,1,0,0,46,,,,,,,,,,,,,,
01.002.000500.8,26,0000000026_0000000002,pch,1,1,26,2,0,0,22,,,,,,,,,,,,,,
01.002.000500.8,26,0000000026_0000000003,pch,1,1,26,3,0,0,68,,,,,,,,,,,,,,
01.002.000500.9,27,0000000027_0000000001,pch,1,1,27,1,0,0,64,,,,,,,,,,,,,,
01.002.000500.9,27,0000000027_0000000002,pch,1,1,27,2,0,0,28,,,,,,,,,,,,,,
01.002.000500.9,27,0000000027_0000000003,pch,1,1,27,3,0,0,92,,,,,,,,,,,,,,
01.002.000600.1,28,0000000028_0000000001,pch,1,1,28,1,0,0,90,,,,,,,,,,,,,,
01.002.000600.1,28,0000000028_0000000002,pch,1,1,28,2,0,0,22,,,,,,,,,,,,,,
01.002.000600.1,28,0000000028_0000000003,pch,1,1,28,3,0,0,112,,,,,,,,,,,,,,
01.002.000600.2,29,0000000029_0000000001,pch,1,1,29,1,0,0,124,,,,,,,,,,,,,,
01.002.000600.2,29,0000000029_0000000002,pch,1,1,29,2,0,0,78,,,,,,,,,,,,,,
01.002.000600.2,29,0000000029_0000000003,pch,1,1,29,3,0,0,202,,,,,,,,,,,,,,
01.002.000600.3,30,0000000030_0000000001,pch,1,1,30,1,0,0,130,,,,,,,,,,,,,,
01.002.000600.3,30,0000000030_0000000002,pch,1,1,30,2,0,0,54,,,,,,,,,,,,,,
01.002.000600.3,30,0000000030_0000000003,pch,1,1,30,3,0,0,184,,,,,,,,,,,,,,
01.002.000600.4,31,0000000031_0000000001,pch,1,1,31,1,0,0,86,,,,,,,,,,,,,,
01.002.000600.4,31,0000000031_0000000002,pch,1,1,31,2,0,0,50,,,,,,,,,,,,,,
01.002.000600.4,31,0000000031_0000000003,pch,1,1,31,3,0,0,136,,,,,,,,,,,,,,
01.002.000600.5,32,0000000032_0000000001,pch,1,1,32,1,0,0,104,,,,,,,,,,,,,,
01.002.000600.5,32,0000000032_0000000002,pch,1,1,32,2,0,0,46,,,,,,,,,,,,,,
01.002.000600.5,32,0000000032_0000000003,pch,1,1,32,3,0,0,150,,,,,,,,,,,,,,
01.002.000600.6,33,0000000033_0000000001,pch,1,1,33,1,0,0,80,,,,,,,,,,,,,,
01.002.000600.6,33,0000000033_0000000002,pch,1,1,33,2,0,0,60,,,,,,,,,,,,,,
01.002.000600.6,33,0000000033_0000000003,pch,1,1,33,3,0,0,140,,,,,,,,,,,,,,
01.002.000600.7,34,0000000034_0000000001,pch,1,1,34,1,0,0,44,,,,,,,,,,,,,,
01.002.000600.7,34,0000000034_0000000002,pch,1,1,34,2,0,0,28,,,,,,,,,,,,,,
01.002.000600.7,34,0000000034_0000000003,pch,1,1,34,3,0,0,72,,,,,,,,,,,,,,
01.002.000600.8,35,0000000035_0000000001,pch,1,1,35,1,0,0,90,,,,,,,,,,,,,,
01.002.000600.8,35,0000000035_0000000002,pch,1,1,35,2,0,0,42,,,,,,,,,,,,,,
01.002.000600.8,35,0000000035_0000000003,pch,1,1,35,3,0,0,132,,,,,,,,,,,,,,
01.002.000600.9,36,0000000036_0000000001,pch,1,1,36,1,0,0,72,,,,,,,,,,,,,,
01.002.000600.9,36,0000000036_0000000002,pch,1,1,36,2,0,0,42,,,,,,,,,,,,,,
01.002.000600.9,36,0000000036_0000000003,pch,1,1,36,3,0,0,114,,,,,,,,,,,,,,
01.002.000700.1,37,0000000037_0000000001,pch,1,1,37,1,0,0,78,,,,,,,,,,,,,,
01.002.000700.1,37,0000000037_0000000002,pch,1,1,37,2,0,0,40,,,,,,,,,,,,,,
01.002.000700.1,37,0000000037_0000000003,pch,1,1,37,3,0,0,118,,,,,,,,,,,,,,
01.002.000700.2,38,0000000038_0000000001,pch,1,1,38,1,0,0,108,,,,,,,,,,,,,,
01.002.000700.2,38,0000000038_0000000002,pch,1,1,38,2,0,0,34,,,,,,,,,,,,,,
01.002.000700.2,38,0000000038_0000000003,pch,1,1,38,3,0,0,142,,,,,,,,,,,,,,
01.002.000700.3,39,0000000039_0000000001,pch,1,1,39,1,0,0,166,,,,,,,,,,,,,,
01.002.000700.3,39,0000000039_0000000002,pch,1,1,39,2,0,0,70,,,,,,,,,,,,,,
01.002.000700.3,39,0000000039_0000000003,pch,1,1,39,3,0,0,236,,,,,,,,,,,,,,
01.002.000700.4,40,0000000040_0000000001,pch,1,1,40,1,0,0,112,,,,,,,,,,,,,,
01.002.000700.4,40,0000000040_0000000002,pch,1,1,40,2,0,0,62,,,,,,,,,,,,,,
01.002.000700.4,40,0000000040_0000000003,pch,1,1,40,3,0,0,174,,,,,,,,,,,,,,
01.002.000700.5,41,0000000041_0000000001,pch,1,1,41,1,0,0,46,,,,,,,,,,,,,,
01.002.000700.5,41,0000000041_0000000002,pch,1,1,41,2,0,0,22,,,,,,,,,,,,,,
01.002.000700.5,41,0000000041_0000000003,pch,1,1,41,3,0,0,68,,,,,,,,,,,,,,
01.002.000700.6,42,0000000042_0000000001,pch,1,1,42,1,0,0,74,,,,,,,,,,,,,,
01.002.000700.6,42,0000000042_0000000002,pch,1,1,42,2,0,0,44,,,,,,,,,,,,,,
01.002.000700.6,42,0000000042_0000000003,pch,1,1,42,3,0,0,118,,,,,,,,,,,,,,
01.002.000700.7,43,0000000043_0000000001,pch,1,1,43,1,0,0,94,,,,,,,,,,,,,,
01.002.000700.7,43,0000000043_0000000002,pch,1,1,43,2,0,0,56,,,,,,,,,,,,,,
01.002.000700.7,43,0000000043_0000000003,pch,1,1,43,3,0,0,150,,,,,,,,,,,,,,
01.002.000800.1,44,0000000044_0000000001,pch,1,1,44,1,0,0,92,,,,,,,,,,,,,,
01.002.000800.1,44,0000000044_0000000002,pch,1,1,44,2,0,0,36,,,,,,,,,,,,,,
01.002.000800.1,44,0000000044_0000000003,pch,1,1,44,3,0,0,128,,,,,,,,,,,,,,
01.002.000800.2,45,0000000045_0000000001,pch,1,1,45,1,0,0,104,,,,,,,,,,,,,,
01.002.000800.2,45,0000000045_0000000002,pch,1,1,45,2,0,0,46,,,,,,,,,,,,,,
01.002.000800.2,45,0000000045_0000000003,pch,1,1,45,3,0,0,150,,,,,,,,,,,,,,
01.002.000800.3,46,0000000046_0000000001,pch,1,1,46,1,0,0,88,,,,,,,,,,,,,,
01.002.000800.3,46,0000000046_0000000002,pch,1,1,46,2,0,0,38,,,,,,,,,,,,,,
01.002.000800.3,46,0000000046_0000000003,pch,1,1,46,3,0,0,126,,,,,,,,,,,,,,
01.002.000800.4,47,0000000047_0000000001,pch,1,1,47,1,0,0,30,,,,,,,,,,,,,,
01.002.000800.4,47,0000000047_0000000002,pch,1,1,47,2,0,0,50,,,,,,,,,,,,,,
01.002.000800.4,47,0000000047_0000000003,pch,1,1,47,3,0,0,80,,,,,,,,,,,,,,
01.002.000800.5,48,0000000048_0000000001,pch,1,1,48,1,0,0,62,,,,,,,,,,,,,,
01.002.000800.5,48,0000000048_0000000002,pch,1,1,48,2,0,0,38,,,,,,,,,,,,,,
01.002.000800.5,48,0000000048_0000000003,pch,1,1,48,3,0,0,100,,,,,,,,,,,,,,
01.002.000800.6,49,0000000049_0000000001,pch,1,1,49,1,0,0,92,,,,,,,,,,,,,,
01.002.000800.6,49,0000000049_0000000002,pch,1,1,49,2,0,0,34,,,,,,,,,,,,,,
01.002.000800.6,49,0000000049_0000000003,pch,1,1,49,3,0,0,126,,,,,,,,,,,,,,
01.002.000800.7,50,0000000050_0000000001,pch,1,1,50,1,0,0,88,,,,,,,,,,,,,,
01.002.000800.7,50,0000000050_0000000002,pch,1,1,50,2,0,0,40,,,,,,,,,,,,,,
01.002.000800.7,50,0000000050_0000000003,pch,1,1,50,3,0,0,128,,,,,,,,,,,,,,
01.002.000900.1,51,0000000051_0000000001,pch,1,1,51,1,0,0,8,,,,,,,,,,,,,,
01.002.000900.1,51,0000000051_0000000002,pch,1,1,51,2,0,0,2,,,,,,,,,,,,,,
01.002.000900.1,51,0000000051_0000000003,pch,1,1,51,3,0,0,10,,,,,,,,,,,,,,
01.002.000900.2,52,0000000052_0000000001,pch,1,1,52,1,0,0,8,,,,,,,,,,,,,,
01.002.000900.2,52,0000000052_0000000002,pch,1,1,52,2,0,0,4,,,,,,,,,,,,,,
01.002.000900.2,52,0000000052_0000000003,pch,1,1,52,3,0,0,12,,,,,,,,,,,,,,
01.002.000900.3,53,0000000053_0000000001,pch,1,1,53,1,0,0,10,,,,,,,,,,,,,,
01.002.000900.3,53,0000000053_0000000002,pch,1,1,53,2,0,0,10,,,,,,,,,,,,,,
01.002.000900.3,53,0000000053_0000000003,pch,1,1,53,3,0,0,20,,,,,,,,,,,,,,
01.002.000900.4,54,0000000054_0000000001,pch,1,1,54,1,0,0,10,,,,,,,,,,,,,,
01.002.000900.4,54,0000000054_0000000002,pch,1,1,54,2,0,0,4,,,,,,,,,,,,,,
01.002.000900.4,54,0000000054_0000000003,pch,1,1,54,3,0,0,14,,,,,,,,,,,,,,
01.002.000900.5,55,0000000055_0000000001,pch,1,1,55,1,0,0,12,,,,,,,,,,,,,,
01.002.000900.5,55,0000000055_0000000002,pch,1,1,55,2,0,0,12,,,,,,,,,,,,,,
01.002.000900.5,55,0000000055_0000000003,pch,1,1,55,3,0,0,24,,,,,,,,,,,,,,
01.002.000900.6,56,0000000056_0000000001,pch,1,1,56,1,0,0,26,,,,,,,,,,,,,,
01.002.000900.6,56,0000000056_0000000002,pch,1,1,56,2,0,0,8,,,,,,,,,,,,,,
01.002.000900.6,56,0000000056_0000000003,pch,1,1,56,3,0,0,34,,,,,,,,,,,,,,
01.002.000900.7,57,0000000057_0000000001,pch,1,1,57,1,0,0,32,,,,,,,,,,,,,,
01.002.000900.7,57,0000000057_0000000002,pch,1,1,57,2,0,0,18,,,,,,,,,,,,,,
01.002.000900.7,57,0000000057_0000000003,pch,1,1,57,3,0,0,50,,,,,,,,,,,,,,
01.002.000900.8,58,0000000058_0000000001,pch,1,1,58,1,0,0,24,,,,,,,,,,,,,,
01.002.000900.8,58,0000000058_0000000002,pch,1,1,58,2,0,0,10,,,,,,,,,,,,,,
01.002.000900.8,58,0000000058_0000000003,pch,1,1,58,3,0,0,34,,,,,,,,,,,,,,
01.002.000900.9,59,0000000059_0000000001,pch,1,1,59,1,0,0,38,,,,,,,,,,,,,,
01.002.000900.9,59,0000000059_0000000002,pch,1,1,59,2,0,0,18,,,,,,,,,,,,,,
01.002.000900.9,59,0000000059_0000000003,pch,1,1,59,3,0,0,56,,,,,,,,,,,,,,
01.002.001000.1,60,0000000060_0000000001,pch,1,1,60,1,0,0,36,,,,,,,,,,,,,,
01.002.001000.1,60,0000000060_0000000002,pch,1,1,60,2,0,0,8,,,,,,,,,,,,,,
01.002.001000.1,60,0000000060_0000000003,pch,1,1,60,3,0,0,44,,,,,,,,,,,,,,
01.002.001000.2,61,0000000061_0000000001,pch,1,1,61,1,0,0,38,,,,,,,,,,,,,,
01.002.001000.2,61,0000000061_0000000002,pch,1,1,61,2,0,0,28,,,,,,,,,,,,,,
01.002.001000.2,61,0000000061_0000000003,pch,1,1,61,3,0,0,66,,,,,,,,,,,,,,
01.002.001000.3,62,0000000062_0000000001,pch,1,1,62,1,0,0,6,,,,,,,,,,,,,,
01.002.001000.3,62,0000000062_0000000002,pch,1,1,62,2,0,0,8,,,,,,,,,,,,,,
01.002.001000.3,62,0000000062_0000000003,pch,1,1,62,3,0,0,14,,,,,,,,,,,,,,
01.002.001000.4,63,0000000063_0000000001,pch,1,1,63,1,0,0,20,,,,,,,,,,,,,,
01.002.001000.4,63,0000000063_0000000002,pch,1,1,63,2,0,0,10,,,,,,,,,,,,,,
01.002.001000.4,63,0000000063_0000000003,pch,1,1,63,3,0,0,30,,,,,,,,,,,,,,
01.002.001000.5,64,0000000064_0000000001,pch,1,1,64,1,0,0,42,,,,,,,,,,,,,,
01.002.001000.5,64,0000000064_0000000002,pch,1,1,64,2,0,0,6,,,,,,,,,,,,,,
01.002.001000.5,64,0000000064_0000000003,pch,1,1,64,3,0,0,48,,,,,,,,,,,,,,
01.002.001000.6,65,0000000065_0000000001,pch,1,1,65,1,0,0,46,,,,,,,,,,,,,,
01.002.001000.6,65,0000000065_0000000002,pch,1,1,65,2,0,0,14,,,,,,,,,,,,,,
01.002.001000.6,65,0000000065_0000000003,pch,1,1,65,3,0,0,60,,,,,,,,,,,,,,
01.002.001000.7,66,0000000066_0000000001,pch,1,1,66,1,0,0,30,,,,,,,,,,,,,,
01.002.001000.7,66,0000000066_0000000002,pch,1,1,66,2,0,0,8,,,,,,,,,,,,,,
01.002.001000.7,66,0000000066_0000000003,pch,1,1,66,3,0,0,38,,,,,,,,,,,,,,
01.002.001100.1,67,0000000067_0000000001,pch,1,1,67,1,0,0,32,,,,,,,,,,,,,,
01.002.001100.1,67,0000000067_0000000002,pch,1,1,67,2,0,0,8,,,,,,,,,,,,,,
01.002.001100.1,67,0000000067_0000000003,pch,1,1,67,3,0,0,40,,,,,,,,,,,,,,
01.002.001100.2,68,0000000068_0000000001,pch,1,1,68,1,0,0,16,,,,,,,,,,,,,,
01.002.001100.2,68,0000000068_0000000002,pch,1,1,68,2,0,0,10,,,,,,,,,,,,,,
01.002.001100.2,68,0000000068_0000000003,pch,1,1,68,3,0,0,26,,,,,,,,,,,,,,
01.002.001100.3,69,0000000069_0000000001,pch,1,1,69,1,0,0,20,,,,,,,,,,,,,,
01.002.001100.3,69,0000000069_0000000002,pch,1,1,69,2,0,0,6,,,,,,,,,,,,,,
01.002.001100.3,69,0000000069_0000000003,pch,1,1,69,3,0,0,26,,,,,,,,,,,,,,
01.002.001100.4,70,0000000070_0000000001,pch,1,1,70,1,0,0,24,,,,,,,,,,,,,,
01.002.001100.4,70,0000000070_0000000002,pch,1,1,70,2,0,0,20,,,,,,,,,,,,,,
01.002.001100.4,70,0000000070_0000000003,pch,1,1,70,3,0,0,44,,,,,,,,,,,,,,
01.002.001100.5,71,0000000071_0000000001,pch,1,1,71,1,0,0,22,,,,,,,,,,,,,,
01.002.001100.5,71,0000000071_0000000002,pch,1,1,71,2,0,0,2,,,,,,,,,,,,,,
01.002.001100.5,71,0000000071_0000000003,pch,1,1,71,3,0,0,24,,,,,,,,,,,,,,
01.002.001100.6,72,0000000072_0000000001,pch,1,1,72,1,0,0,40,,,,,,,,,,,,,,
01.002.001100.6,72,0000000072_0000000002,pch,1,1,72,2,0,0,20,,,,,,,,,,,,,,
01.002.001100.6,72,0000000072_0000000003,pch,1,1,72,3,0,0,60,,,,,,,,,,,,,,
01.002.001100.7,73,0000000073_0000000001,pch,1,1,73,1,0,0,38,,,,,,,,,,,,,,
01.002.001100.7,73,0000000073_0000000002,pch,1,1,73,2,0,0,12,,,,,,,,,,,,,,
01.002.001100.7,73,0000000073_0000000003,pch,1,1,73,3,0,0,50,,,,,,,,,,,,,,
01.002.001200.1,74,0000000074_0000000001,pch,1,1,74,1,0,0,34,,,,,,,,,,,,,,
01.002.001200.1,74,0000000074_0000000002,pch,1,1,74,2,0,0,8,,,,,,,,,,,,,,
01.002.001200.1,74,0000000074_0000000003,pch,1,1,74,3,0,0,42,,,,,,,,,,,,,,
01.002.001200.2,75,0000000075_0000000001,pch,1,1,75,1,0,0,24,,,,,,,,,,,,,,
01.002.001200.2,75,0000000075_0000000002,pch,1,1,75,2,0,0,8,,,,,,,,,,,,,,
01.002.001200.2,75,0000000075_0000000003,pch,1,1,75,3,0,0,32,,,,,,,,,,,,,,
01.002.001200.3,76,0000000076_0000000001,pch,1,1,76,1,0,0,10,,,,,,,,,,,,,,
01.002.001200.3,76,0000000076_0000000002,pch,1,1,76,2,0,0,2,,,,,,,,,,,,,,
01.002.001200.3,76,0000000076_0000000003,pch,1,1,76,3,0,0,12,,,,,,,,,,,,,,
01.002.001200.4,77,0000000077_0000000001,pch,1,1,77,1,0,0,14,,,,,,,,,,,,,,
01.002.001200.4,77,0000000077_0000000002,pch,1,1,77,2,0,0,6,,,,,,,,,,,,,,
01.002.001200.4,77,0000000077_0000000003,pch,1,1,77,3,0,0,20,,,,,,,,,,,,,,
01.002.001200.5,78,0000000078_0000000001,pch,1,1,78,1,0,0,22,,,,,,,,,,,,,,
01.002.001200.5,78,0000000078_0000000002,pch,1,1,78,2,0,0,16,,,,,,,,,,,,,,
01.002.001200.5,78,0000000078_0000000003,pch,1,1,78,3,0,0,38,,,,,,,,,,,,,,
01.002.001200.6,79,0000000079_0000000001,pch,1,1,79,1,0,0,10,,,,,,,,,,,,,,
01.002.001200.6,79,0000000079_0000000002,pch,1,1,79,2,0,0,4,,,,,,,,,,,,,,
01.002.001200.6,79,0000000079_0000000003,pch,1,1,79,3,0,0,14,,,,,,,,,,,,,,
01.002.001200.7,80,0000000080_0000000001,pch,1,1,80,1,0,0,20,,,,,,,,,,,,,,
01.002.001200.7,80,0000000080_0000000002,pch,1,1,80,2,0,0,18,,,,,,,,,,,,,,
01.002.001200.7,80,0000000080_0000000003,pch,1,1,80,3,0,0,38,,,,,,,,,,,,,,
01.002.001300.1,81,0000000081_0000000001,pch,1,1,81,1,0,0,30,,,,,,,,,,,,,,
01.002.001300.1,81,0000000081_0000000002,pch,1,1,81,2,0,0,24,,,,,,,,,,,,,,
01.002.001300.1,81,0000000081_0000000003,pch,1,1,81,3,0,0,54,,,,,,,,,,,,,,
01.002.001300.2,82,0000000082_0000000001,pch,1,1,82,1,0,0,36,,,,,,,,,,,,,,
01.002.001300.2,82,0000000082_0000000002,pch,1,1,82,2,0,0,16,,,,,,,,,,,,,,
01.002.001300.2,82,0000000082_0000000003,pch,1,1,82,3,0,0,52,,,,,,,,,,,,,,
01.002.001300.3,83,0000000083_0000000001,pch,1,1,83,1,0,0,4,,,,,,,,,,,,,,
01.002.001300.3,83,0000000083_0000000002,pch,1,1,83,2,0,0,2,,,,,,,,,,,,,,
01.002.001300.3,83,0000000083_0000000003,pch,1,1,83,3,0,0,6,,,,,,,,,,,,,,
01.002.001300.4,84,0000000084_0000000001,pch,1,1,84,1,0,0,2,,,,,,,,,,,,,,
01.002.001300.4,84,0000000084_0000000002,pch,1,1,84,2,0,0,8,,,,,,,,,,,,,,
01.002.001300.4,84,0000000084_0000000003,pch,1,1,84,3,0,0,10,,,,,,,,,,,,,,
01.002.001300.5,85,0000000085_0000000001,pch,1,1,85,1,0,0,4,,,,,,,,,,,,,,
01.002.001300.5,85,0000000085_0000000002,pch,1,1,85,2,0,0,4,,,,,,,,,,,,,,
01.002.001300.5,85,0000000085_0000000003,pch,1,1,85,3,0,0,8,,,,,,,,,,,,,,
01.002.001300.6,86,0000000086_0000000001,pch,1,1,86,1,0,0,14,,,,,,,,,,,,,,
01.002.001300.6,86,0000000086_0000000002,pch,1,1,86,2,0,0,0,,,,,,,,,,,,,,
01.002.001300.6,86,0000000086_0000000003,pch,1,1,86,3,0,0,14,,,,,,,,,,,,,,
01.002.001300.7,87,0000000087_0000000001,pch,1,1,98,1,0,0,10,,,,,,,,,,,,,,
01.002.001300.7,87,0000000087_0000000002,pch,1,1,98,2,0,0,4,,,,,,,,,,,,,,
01.002.001300.7,87,0000000087_0000000003,pch,1,1,98,3,0,0,14,,,,,,,,,,,,,,
01.002.001300.8,88,0000000088_0000000001,pch,1,1,87,1,0,0,4,,,,,,,,,,,,,,
