year,age_sex_group,sahsu_grd_level1,sahsu_grd_level2,sahsu_grd_level3,sahsu_grd_level4,icd,total
1989,115,01,01.007,01.007.012300,01.007.012300.1,1622,2
1989,115,01,01.008,01.008.005300,01.008.005300.4,1622,2
1989,116,01,01.012,01.012.015900,01.012.015900.3,1622,2
1989,116,01,01.002,01.002.001700,01.002.001700.4,1622,2
1989,116,01,01.008,01.008.004800,01.008.004800.8,1622,2
1989,116,01,01.003,01.003.003400,01.003.003400.1,1622,2
1989,116,01,01.011,01.011.013800,01.011.013800.5,1622,2
1989,116,01,01.008,01.008.006700,01.008.006700.6,1622,2
1989,116,01,01.002,01.002.001700,01.002.001700.9,1622,2
1989,116,01,01.014,01.014.018100,01.014.018100.6,1622,2
1989,116,01,01.014,01.014.017800,01.014.017800.5,1622,2
1989,116,01,01.002,01.002.000800,01.002.000800.4,1622,2
1989,116,01,01.008,01.008.005300,01.008.005300.7,1622,2
1989,116,01,01.008,01.008.007000,01.008.007000.3,1622,2
1989,116,01,01.008,01.008.009200,01.008.009200.3,1622,2
1989,116,01,01.004,01.004.011600,01.004.011600.8,1622,2
1989,117,01,01.008,01.008.009400,01.008.009400.5,1622,2
1989,117,01,01.004,01.004.011600,01.004.011600.6,1622,2
1989,117,01,01.008,01.008.007400,01.008.007400.2,1622,2
1989,117,01,01.008,01.008.010700,01.008.010700.9,1622,2
1989,117,01,01.009,01.009.002900,01.009.002900.1,1622,2
1989,117,01,01.014,01.014.017600,01.014.017600.1,1622,2
1989,117,01,01.018,01.018.019100,01.018.019100.2,1622,2
1989,117,01,01.018,01.018.019300,01.018.019300.2,1622,2
1989,117,01,01.008,01.008.008800,01.008.008800.5,1622,2
1989,117,01,01.008,01.008.009401,01.008.009401.2,1622,2
1989,117,01,01.002,01.002.000800,01.002.000800.3,1622,2
1989,117,01,01.004,01.004.011200,01.004.011200.3,1622,2
1989,117,01,01.008,01.008.003900,01.008.003900.7,1622,2
1989,117,01,01.008,01.008.005400,01.008.005400.2,1622,2
1989,117,01,01.009,01.009.002800,01.009.002800.2,1622,2
1989,117,01,01.014,01.014.018100,01.014.018100.6,1622,2
1989,117,01,01.018,01.018.019500,01.018.019500.3,1622,2
1989,117,01,01.013,01.013.016400,01.013.016400.7,1622,2
1989,117,01,01.002,01.002.000700,01.002.000700.3,1622,2
1989,117,01,01.002,01.002.000700,01.002.000700.5,1622,2
1989,117,01,01.018,01.018.019400,01.018.019400.1,1622,2
1989,117,01,01.008,01.008.004300,01.008.004300.3,1622,2
1989,117,01,01.011,01.011.013100,01.011.013100.4,1622,2
1989,117,01,01.008,01.008.010400,01.008.010400.1,1622,2
1989,117,01,01.008,01.008.005500,01.008.005500.5,1622,2
1989,117,01,01.008,01.008.004100,01.008.004100.2,1622,2
1989,117,01,01.004,01.004.011100,01.004.011100.4,1622,2
1989,117,01,01.002,01.002.000600,01.002.000600.4,1622,2
1989,117,01,01.008,01.008.005600,01.008.005600.3,1622,2
1989,117,01,01.002,01.002.000800,01.002.000800.6,1622,2
1989,118,01,01.008,01.008.005600,01.008.005600.4,1622,2
1989,118,01,01.002,01.002.000300,01.002.000300.5,1622,2
1989,118,01,01.011,01.011.014300,01.011.014300.6,1622,2
1989,118,01,01.014,01.014.018600,01.014.018600.2,1622,2
1989,118,01,01.011,01.011.013400,01.011.013400.1,1622,2
1989,118,01,01.008,01.008.008200,01.008.008200.4,1622,2
1989,118,01,01.002,01.002.002200,01.002.002200.3,1622,2
1989,118,01,01.017,01.017.018900,01.017.018900.1,1622,2
1989,118,01,01.004,01.004.011400,01.004.011400.1,1622,2
1989,118,01,01.002,01.002.001100,01.002.001100.4,1622,2
1989,118,01,01.002,01.002.000500,01.002.000500.9,1622,2
1989,118,01,01.013,01.013.016300,01.013.016300.8,1622,2
1989,118,01,01.008,01.008.010100,01.008.010100.6,1622,2
1989,118,01,01.008,01.008.008300,01.008.008300.4,1622,2
1989,118,01,01.008,01.008.008900,01.008.008900.7,1622,2
1989,118,01,01.011,01.011.014300,01.011.014300.4,1622,2
1989,118,01,01.008,01.008.006100,01.008.006100.1,1622,2
1989,118,01,01.008,01.008.004600,01.008.004600.3,1622,2
1989,119,01,01.008,01.008.007300,01.008.007300.4,1622,2
1989,119,01,01.002,01.002.000600,01.002.000600.3,1622,2
1989,119,01,01.018,01.018.019200,01.018.019200.3,1622,2
1989,119,01,01.017,01.017.018900,01.017.018900.1,1622,2
1989,119,01,01.015,01.015.016200,01.015.016200.2,1622,2
1989,119,01,01.011,01.011.013800,01.011.013800.7,1622,2
1989,119,01,01.008,01.008.010600,01.008.010600.5,1622,2
1989,119,01,01.002,01.002.000400,01.002.000400.9,1622,2
1989,119,01,01.008,01.008.008100,01.008.008100.1,1622,2
1989,119,01,01.008,01.008.008900,01.008.008900.7,1622,2
1989,119,01,01.008,01.008.006700,01.008.006700.3,1622,2
1989,119,01,01.008,01.008.006400,01.008.006400.1,1622,2
1989,119,01,01.007,01.007.012100,01.007.012100.2,1622,2
1989,119,01,01.002,01.002.000300,01.002.000300.5,1622,2
1989,119,01,01.018,01.018.019100,01.018.019100.1,1622,2
1989,119,01,01.014,01.014.018600,01.014.018600.2,1622,2
1989,119,01,01.014,01.014.017300,01.014.017300.1,1622,2
1989,119,01,01.008,01.008.006800,01.008.006800.3,1622,2
1989,119,01,01.008,01.008.006700,01.008.006700.2,1622,2
1989,119,01,01.002,01.002.000700,01.002.000700.1,1622,2
1989,119,01,01.012,01.012.015900,01.012.015900.3,1622,2
1989,119,01,01.008,01.008.009500,01.008.009500.6,1622,2
1989,119,01,01.008,01.008.005900,01.008.005900.5,1622,2
1989,119,01,01.002,01.002.001300,01.002.001300.2,1622,2
1989,119,01,01.002,01.002.000500,01.002.000500.9,1622,2
1989,119,01,01.008,01.008.007100,01.008.007100.6,1622,2
1989,120,01,01.008,01.008.007600,01.008.007600.8,1622,2
1989,120,01,01.008,01.008.006000,01.008.006000.4,1622,2
1989,120,01,01.008,01.008.003700,01.008.003700.1,1622,2
1989,120,01,01.008,01.008.004300,01.008.004300.3,1622,2
1989,120,01,01.008,01.008.007800,01.008.007800.3,1622,2
1989,120,01,01.008,01.008.006700,01.008.006700.6,1622,2
1989,120,01,01.011,01.011.012700,01.011.012700.1,1622,2
1989,120,01,01.008,01.008.006400,01.008.006400.1,1622,2
1989,120,01,01.008,01.008.008700,01.008.008700.8,1622,2
1989,120,01,01.011,01.011.014100,01.011.014100.5,1622,2
1989,120,01,01.008,01.008.007700,01.008.007700.1,1622,2
1989,120,01,01.008,01.008.007600,01.008.007600.3,1622,2
1989,120,01,01.011,01.011.013600,01.011.013600.1,1622,2
1989,120,01,01.018,01.018.019100,01.018.019100.1,1622,2
1989,120,01,01.002,01.002.000500,01.002.000500.2,1622,2
1989,120,01,01.015,01.015.016200,01.015.016200.4,1622,2
1989,120,01,01.002,01.002.000600,01.002.000600.3,1622,2
1989,120,01,01.002,01.002.001700,01.002.001700.9,1622,2
1989,121,01,01.014,01.014.018700,01.014.018700.1,1622,2
1989,121,01,01.002,01.002.000400,01.002.000400.5,1622,2
1989,121,01,01.002,01.002.001000,01.002.001000.5,1622,2
1989,121,01,01.008,01.008.004300,01.008.004300.1,1622,2
1989,121,01,01.008,01.008.007300,01.008.007300.4,1622,2
1989,213,01,01.008,01.008.010700,01.008.010700.4,1622,2
1989,214,01,01.002,01.002.000700,01.002.000700.4,1622,2
1989,214,01,01.002,01.002.000900,01.002.000900.5,1622,2
1989,214,01,01.013,01.013.016600,01.013.016600.3,1622,2
1989,214,01,01.018,01.018.019300,01.018.019300.3,1622,2
1989,215,01,01.002,01.002.000600,01.002.000600.8,1622,2
1989,215,01,01.008,01.008.009000,01.008.009000.7,1622,2
1989,215,01,01.002,01.002.001400,01.002.001400.5,1622,2
1989,215,01,01.018,01.018.019200,01.018.019200.1,1622,2
1989,216,01,01.008,01.008.010900,01.008.010900.3,1622,2
1989,216,01,01.002,01.002.000500,01.002.000500.3,1622,2
1989,216,01,01.008,01.008.005500,01.008.005500.6,1622,2
1989,216,01,01.008,01.008.010700,01.008.010700.9,1622,2
1989,216,01,01.013,01.013.016200,01.013.016200.3,1622,2
1989,216,01,01.002,01.002.000500,01.002.000500.1,1622,2
1989,216,01,01.015,01.015.016200,01.015.016200.3,1622,2
1989,216,01,01.015,01.015.016900,01.015.016900.1,1622,2
1989,217,01,01.015,01.015.016900,01.015.016900.2,1622,2
1989,217,01,01.008,01.008.009700,01.008.009700.7,1622,2
1989,217,01,01.008,01.008.006900,01.008.006900.4,1622,2
1989,217,01,01.002,01.002.001900,01.002.001900.1,1622,2
1989,217,01,01.002,01.002.000800,01.002.000800.1,1622,2
1989,217,01,01.008,01.008.004800,01.008.004800.6,1622,2
1989,217,01,01.018,01.018.019500,01.018.019500.1,1622,2
1989,217,01,01.014,01.014.017700,01.014.017700.2,1622,2
1989,217,01,01.002,01.002.000500,01.002.000500.4,1622,2
1989,217,01,01.011,01.011.014800,01.011.014800.2,1622,2
1989,217,01,01.002,01.002.002300,01.002.002300.6,1622,2
1989,217,01,01.008,01.008.009500,01.008.009500.7,1622,2
1989,217,01,01.008,01.008.009600,01.008.009600.2,1622,2
1989,217,01,01.011,01.011.013600,01.011.013600.8,1622,2
1989,218,01,01.013,01.013.016300,01.013.016300.1,1622,2
1989,218,01,01.008,01.008.009400,01.008.009400.6,1622,2
1989,218,01,01.004,01.004.011700,01.004.011700.3,1622,2
1989,218,01,01.011,01.011.012700,01.011.012700.1,1622,2
1989,218,01,01.008,01.008.006900,01.008.006900.5,1622,2
1989,218,01,01.008,01.008.006200,01.008.006200.5,1622,2
1989,218,01,01.008,01.008.005500,01.008.005500.1,1622,2
1989,218,01,01.008,01.008.005100,01.008.005100.2,1622,2
1989,218,01,01.011,01.011.014300,01.011.014300.5,1622,2
1989,218,01,01.008,01.008.004900,01.008.004900.5,1622,2
1989,218,01,01.008,01.008.007300,01.008.007300.5,1622,2
1989,218,01,01.004,01.004.011700,01.004.011700.9,1622,2
1989,218,01,01.008,01.008.007500,01.008.007500.4,1622,2
1989,218,01,01.008,01.008.009200,01.008.009200.1,1622,2
1989,218,01,01.008,01.008.004500,01.008.004500.3,1622,2
1989,219,01,01.002,01.002.000800,01.002.000800.5,1622,2
1989,219,01,01.002,01.002.002100,01.002.002100.3,1622,2
1989,219,01,01.003,01.003.003300,01.003.003300.1,1622,2
1989,219,01,01.018,01.018.019100,01.018.019100.5,1622,2
1989,219,01,01.002,01.002.000600,01.002.000600.7,1622,2
1989,219,01,01.004,01.004.011100,01.004.011100.2,1622,2
1989,219,01,01.013,01.013.016400,01.013.016400.7,1622,2
1989,219,01,01.002,01.002.001000,01.002.001000.2,1622,2
1989,219,01,01.008,01.008.009200,01.008.009200.8,1622,2
1989,219,01,01.007,01.007.012400,01.007.012400.1,1622,2
1989,219,01,01.008,01.008.010300,01.008.010300.9,1622,2
1989,219,01,01.011,01.011.014600,01.011.014600.2,1622,2
1989,220,01,01.008,01.008.009500,01.008.009500.4,1622,2
1989,220,01,01.008,01.008.009800,01.008.009800.6,1622,2
1989,220,01,01.008,01.008.005600,01.008.005600.6,1622,2
1989,220,01,01.008,01.008.010600,01.008.010600.7,1622,2
1989,116,01,01.008,01.008.004600,01.008.004600.4,1622,4
1989,217,01,01.008,01.008.005500,01.008.005500.3,1622,4
1989,111,01,01.008,01.008.005400,01.008.005400.3,1623,2
1989,111,01,01.008,01.008.006600,01.008.006600.7,1623,2
1989,112,01,01.015,01.015.016200,01.015.016200.4,1623,2
1989,112,01,01.011,01.011.015400,01.011.015400.2,1623,2
1989,112,01,01.008,01.008.005600,01.008.005600.4,1623,2
1989,112,01,01.008,01.008.005600,01.008.005600.3,1623,2
1989,112,01,01.002,01.002.000500,01.002.000500.2,1623,2
1989,112,01,01.002,01.002.002000,01.002.002000.3,1623,2
1989,112,01,01.011,01.011.013400,01.011.013400.5,1623,2
1989,113,01,01.008,01.008.008800,01.008.008800.1,1623,2
1989,113,01,01.008,01.008.005700,01.008.005700.1,1623,2
1989,113,01,01.008,01.008.005100,01.008.005100.5,1623,2
1989,114,01,01.001,01.001.000100,01.001.000100.1,1623,2
1989,114,01,01.008,01.008.005300,01.008.005300.5,1623,2
1989,114,01,01.002,01.002.001400,01.002.001400.6,1623,2
1989,114,01,01.002,01.002.000700,01.002.000700.6,1623,2
1989,114,01,01.002,01.002.001500,01.002.001500.1,1623,2
1989,114,01,01.011,01.011.013800,01.011.013800.8,1623,2
1989,114,01,01.007,01.007.012200,01.007.012200.3,1623,2
1989,114,01,01.002,01.002.002300,01.002.002300.2,1623,2
1989,114,01,01.014,01.014.018500,01.014.018500.2,1623,2
1989,114,01,01.008,01.008.005500,01.008.005500.6,1623,2
1989,114,01,01.008,01.008.010900,01.008.010900.3,1623,2
1989,114,01,01.009,01.009.002800,01.009.002800.5,1623,2
1989,114,01,01.018,01.018.019400,01.018.019400.2,1623,2
1989,114,01,01.009,01.009.003200,01.009.003200.2,1623,2
1989,114,01,01.008,01.008.010700,01.008.010700.7,1623,2
1989,114,01,01.008,01.008.006800,01.008.006800.6,1623,2
1989,114,01,01.008,01.008.005400,01.008.005400.4,1623,2
1989,114,01,01.008,01.008.005400,01.008.005400.2,1623,2
1989,114,01,01.008,01.008.003800,01.008.003800.4,1623,2
1989,114,01,01.008,01.008.005500,01.008.005500.4,1623,2
1989,114,01,01.011,01.011.012800,01.011.012800.1,1623,2
1989,115,01,01.013,01.013.016400,01.013.016400.7,1623,2
1989,115,01,01.002,01.002.000600,01.002.000600.1,1623,2
1989,115,01,01.002,01.002.002000,01.002.002000.3,1623,2
1989,115,01,01.004,01.004.011200,01.004.011200.2,1623,2
1989,115,01,01.011,01.011.013000,01.011.013000.7,1623,2
1989,115,01,01.002,01.002.000500,01.002.000500.3,1623,2
1989,115,01,01.002,01.002.002300,01.002.002300.7,1623,2
1989,115,01,01.008,01.008.005300,01.008.005300.1,1623,2
1989,115,01,01.008,01.008.005700,01.008.005700.2,1623,2
1989,115,01,01.008,01.008.005700,01.008.005700.4,1623,2
1989,115,01,01.008,01.008.006800,01.008.006800.1,1623,2
1989,115,01,01.014,01.014.018300,01.014.018300.5,1623,2
1989,115,01,01.015,01.015.016900,01.015.016900.1,1623,2
1989,115,01,01.016,01.016.017000,01.016.017000.2,1623,2
1989,115,01,01.002,01.002.000900,01.002.000900.4,1623,2
1989,115,01,01.002,01.002.001100,01.002.001100.7,1623,2
1989,115,01,01.008,01.008.005000,01.008.005000.8,1623,2
1989,115,01,01.008,01.008.006500,01.008.006500.1,1623,2
1989,115,01,01.008,01.008.006900,01.008.006900.4,1623,2
1989,115,01,01.011,01.011.013400,01.011.013400.8,1623,2
1989,115,01,01.011,01.011.013800,01.011.013800.7,1623,2
1989,115,01,01.011,01.011.014600,01.011.014600.7,1623,2
1989,115,01,01.011,01.011.014900,01.011.014900.6,1623,2
1989,115,01,01.014,01.014.017300,01.014.017300.5,1623,2
1989,115,01,01.018,01.018.019200,01.018.019200.3,1623,2
1989,115,01,01.002,01.002.000500,01.002.000500.7,1623,2
1989,115,01,01.002,01.002.000700,01.002.000700.1,1623,2
1989,115,01,01.008,01.008.001000,01.008.001000.8,1623,2
1989,115,01,01.008,01.008.007700,01.008.007700.6,1623,2
1989,115,01,01.008,01.008.009700,01.008.009700.7,1623,2
1989,115,01,01.011,01.011.013300,01.011.013300.2,1623,2
1989,115,01,01.011,01.011.014300,01.011.014300.2,1623,2
1989,115,01,01.017,01.017.019000,01.017.019000.1,1623,2
1989,115,01,01.008,01.008.010700,01.008.010700.8,1623,2
1989,115,01,01.011,01.011.015000,01.011.015000.6,1623,2
1989,116,01,01.008,01.008.003800,01.008.003800.2,1623,2
1989,116,01,01.003,01.003.003400,01.003.003400.5,1623,2
1989,116,01,01.003,01.003.003300,01.003.003300.1,1623,2
1989,116,01,01.008,01.008.008000,01.008.008000.1,1623,2
1989,116,01,01.008,01.008.006800,01.008.006800.4,1623,2
1989,116,01,01.008,01.008.006300,01.008.006300.2,1623,2
1989,116,01,01.002,01.002.001200,01.002.001200.2,1623,2
1989,116,01,01.002,01.002.000700,01.002.000700.4,1623,2
1989,116,01,01.008,01.008.008000,01.008.008000.6,1623,2
1989,116,01,01.008,01.008.009700,01.008.009700.1,1623,2
1989,116,01,01.004,01.004.011600,01.004.011600.1,1623,2
1989,116,01,01.011,01.011.013100,01.011.013100.7,1623,2
1989,116,01,01.002,01.002.000700,01.002.000700.3,1623,2
1989,116,01,01.004,01.004.011100,01.004.011100.2,1623,2
1989,116,01,01.008,01.008.005300,01.008.005300.4,1623,2
1989,116,01,01.008,01.008.006700,01.008.006700.5,1623,2
1989,116,01,01.011,01.011.013400,01.011.013400.7,1623,2
1989,116,01,01.014,01.014.018000,01.014.018000.4,1623,2
1989,116,01,01.014,01.014.018400,01.014.018400.1,1623,2
1989,116,01,01.018,01.018.019300,01.018.019300.2,1623,2
1989,116,01,01.008,01.008.008800,01.008.008800.2,1623,2
1989,116,01,01.013,01.013.016600,01.013.016600.2,1623,2
1989,116,01,01.008,01.008.008800,01.008.008800.4,1623,2
1989,116,01,01.002,01.002.001500,01.002.001500.5,1623,2
1989,116,01,01.018,01.018.019300,01.018.019300.3,1623,2
1989,116,01,01.011,01.011.015500,01.011.015500.1,1623,2
1989,116,01,01.008,01.008.010700,01.008.010700.2,1623,2
