year,sahsu_grd_level4,ses,areatri1km,near_dist
1989,01.002.001200.7,2,0,4485.27
1989,01.002.001300.1,3,0,4299.6
1989,01.002.001300.2,4,0,4457.85
1989,01.002.001300.3,3,0,3698.81
1989,01.002.001300.4,1,0,3602.04
1989,01.002.001300.5,1,0,2900.54
1989,01.002.001300.6,1,0,1764.96
1989,01.002.001300.7,2,1,524.21
1989,01.002.001300.8,2,1,1615.57
1989,01.002.001300.9,1,0,2581.6
1989,01.002.001400.1,1,0,3910.24
1989,01.002.001400.2,3,0,3704.07
1989,01.002.001400.3,4,0,3443.96
1989,01.002.001400.4,2,0,3778.26
1989,01.002.001400.5,3,0,2729.07
1989,01.002.001400.6,2,1,1472.77
1989,01.002.001400.7,3,1,1774.55
1989,01.002.001400.8,1,0,3924.48
1989,01.002.001400.9,1,0,1922.25
1989,01.002.001500.1,2,1,1172.1
1989,01.002.001500.2,2,0,2363.8
1989,01.002.001500.3,2,1,618.03
1989,01.002.001500.4,1,1,1640.75
1989,01.002.001500.5,2,0,2972.27
1989,01.002.001500.6,2,0,4080.99
1989,01.002.001500.7,1,0,3514.85
1989,01.002.001500.8,3,0,3787.09
1989,01.002.001600.1,1,0,4357.65
1989,01.002.001600.2,3,0,6796.39
1989,01.002.001600.3,3,0,2713.12
1989,01.002.001600.4,3,0,2101.58
1989,01.002.001600.5,1,0,5411.2
1989,01.002.001600.6,3,0,3512.96
1989,01.002.001600.7,2,0,6837.38
1989,01.002.001600.8,1,0,6342.98
1989,01.002.001700.1,1,0,11422.56
1989,01.002.001700.2,2,0,9990.45
1989,01.002.001700.3,1,0,8202.39
1989,01.002.001700.4,1,0,7092.38
1989,01.002.001700.5,1,0,8813.76
1989,01.002.001700.6,1,0,7773.11
1989,01.002.001700.7,3,0,11928.63
1989,01.002.001700.8,1,0,9452
1989,01.002.001700.9,1,0,10194.02
1989,01.002.001800.1,1,0,4575.17
1989,01.002.001800.2,2,0,5676.19
1989,01.002.001800.3,1,0,5414.94
1989,01.002.001800.4,3,0,6109.26
1989,01.002.001800.5,4,0,7036.03
1989,01.002.001800.6,4,0,6368.48
1989,01.002.001800.7,2,0,6773.41
1989,01.002.001800.8,2,0,7246.63
1989,01.002.001900.1,1,0,8801.2
1989,01.002.001900.2,1,0,7917.81
1989,01.002.001900.3,3,0,7613.93
1989,01.002.001900.4,1,0,9114
1989,01.002.001900.5,4,0,8095.89
1989,01.002.001900.6,1,0,8167.43
1989,01.002.001900.7,1,0,8350.05
1989,01.002.001900.8,2,0,8769.4
1989,01.002.002000.1,2,0,10044.77
1989,01.002.002000.2,1,0,12801.47
1989,01.002.002000.3,1,0,11891.03
1989,01.002.002000.4,1,0,15180.16
1989,01.002.002000.5,1,0,11310.03
1989,01.002.002100.1,2,0,8349.91
1989,01.002.002100.2,2,0,10005.99
1989,01.002.002100.3,2,0,10455.91
1989,01.002.002100.4,3,0,9778.47
1989,01.002.002100.5,1,0,10245.51
1989,01.002.002100.6,2,0,9519.08
1989,01.002.002100.7,2,0,9872.84
1989,01.002.002100.8,3,0,11045.56
1989,01.002.002200.1,1,0,11061.64
1989,01.002.002200.2,1,0,12083.42
1989,01.002.002200.3,1,0,12075.89
1989,01.002.002200.4,2,0,13104.52
1989,01.002.002200.5,1,0,12265.27
1989,01.002.002200.6,1,0,16650.79
1989,01.002.002300.1,2,0,14522.14
1989,01.002.002300.2,3,0,15385.89
1989,01.002.002300.3,1,0,15341.15
1989,01.002.002300.4,1,0,15332.96
1989,01.002.002300.5,2,0,16123.22
1989,01.002.002300.6,3,0,16716.95
1989,01.002.002300.7,2,0,13674.14
1989,01.002.002300.8,5,0,17812.99
1989,01.003.003300.1,2,0,32153.48
1989,01.003.003400.1,5,0,20047.05
1989,01.003.003400.2,3,0,15344.95
1989,01.003.003400.3,4,0,15067.33
1989,01.003.003400.4,1,0,16185.52
1989,01.003.003400.5,1,0,12486.53
1989,01.003.003400.6,1,0,8396.54
1989,01.004.011100.1,1,0,6296.96
1989,01.004.011100.2,1,0,8668.91
1989,01.004.011100.3,2,0,6100.69
1989,01.004.011100.4,3,0,12116.3
1989,01.004.011100.5,2,0,15934.22
1989,01.004.011200.1,2,0,21919.86
1989,01.004.011200.2,3,0,18369.4
1989,01.004.011200.3,3,0,17664.33
1989,01.004.011200.4,3,0,19981.13
1989,01.004.011200.5,3,0,21353.75
1989,01.004.011200.6,1,0,22522.46
1989,01.004.011300.1,3,0,18707.32
1989,01.004.011300.2,3,0,22710.52
1989,01.004.011300.3,4,0,21384.92
1989,01.004.011300.4,3,0,20335.07
1989,01.004.011300.5,4,0,20357.03
1989,01.004.011400.1,3,0,19153.64
1989,01.004.011400.2,2,0,18345.55
1989,01.004.011400.3,2,0,17579.35
1989,01.004.011400.4,4,0,15788.88
1989,01.004.011400.5,3,0,17212.42
1989,01.004.011400.6,3,0,16136.06
1989,01.004.011400.7,3,0,16862.37
1989,01.004.011400.8,2,0,16104.01
1989,01.004.011400.9,3,0,16778.47
1989,01.004.011500.1,3,0,17574.48
1989,01.004.011500.2,3,0,13128.07
1989,01.004.011500.3,2,0,15540.85
1989,01.004.011500.4,2,0,16119.95
1989,01.004.011500.5,3,0,16527.78
1989,01.004.011500.6,3,0,15980.15
1989,01.004.011500.7,2,0,14668.78
1989,01.004.011500.8,3,0,15538.61
1989,01.004.011500.9,3,0,14731.95
1989,01.004.011600.1,3,0,14726.86
1989,01.004.011600.2,1,0,15495.78
1989,01.004.011600.3,1,0,15685.79
1989,01.004.011600.4,2,0,15004.31
1989,01.004.011600.5,3,0,14477.3
1989,01.004.011600.6,2,0,14089.34
1989,01.004.011600.7,3,0,14273.63
1989,01.004.011600.8,4,0,14833.55
1989,01.004.011600.9,5,0,13721.82
1989,01.004.011700.1,3,0,12958.5
1989,01.004.011700.2,3,0,13436.52
1989,01.004.011700.3,2,0,13530.43
1989,01.004.011700.4,3,0,12618.75
1989,01.004.011700.5,2,0,10855.23
1989,01.004.011700.6,3,0,11331.02
1989,01.004.011700.7,4,0,12311.75
1989,01.004.011700.8,4,0,10254.14
1989,01.004.011700.9,3,0,11106.22
1989,01.004.011800.1,4,0,13135.53
1989,01.004.011800.2,4,0,9338.57
1989,01.004.011900.1,5,0,19821.41
1989,01.004.011900.2,4,0,17386.91
1989,01.004.011900.3,2,0,10656.49
1989,01.005.002400.1,3,1,10008.67
1989,01.005.002400.2,3,0,32903.01
1989,01.006.002500.1,1,0,29130.28
1989,01.006.002500.2,3,0,27983.24
1989,01.006.002500.3,3,0,34373.41
1989,01.006.002600.1,4,0,28016.81
1989,01.006.002600.2,2,0,47553.58
1989,01.006.002700.1,2,0,31840.27
1989,01.007.012000.1,2,0,27855.96
1989,01.007.012000.2,3,0,27051.03
1989,01.007.012000.3,3,0,40046
1989,01.007.012100.1,5,0,27347.19
1989,01.007.012100.2,3,0,29055.71
1989,01.007.012100.3,4,0,30183.18
1989,01.007.012100.4,4,0,31617.05
1989,01.007.012100.5,2,0,30105.82
1989,01.007.012100.6,2,0,30122.73
1989,01.007.012200.1,2,0,27448.3
1989,01.007.012200.2,2,0,28769.72
1989,01.007.012200.3,4,0,28187.38
1989,01.007.012200.4,4,0,28860.09
1989,01.007.012200.5,3,0,29616.23
1989,01.007.012200.6,3,0,29141.95
1989,01.007.012200.7,2,0,28604.06
1989,01.007.012300.1,2,0,23934.62
1989,01.007.012300.2,3,0,36910.67
1989,01.007.012400.1,3,0,33511.19
1989,01.007.012400.2,3,0,25723.05
1989,01.007.012400.3,2,0,26672.14
1989,01.007.012500.1,2,0,37391.32
1989,01.008.001000.1,4,0,9097.31
1989,01.008.001000.2,3,0,8019.17
1989,01.008.001000.3,2,0,8489.95
1989,01.008.001000.4,3,0,9066.89
1989,01.008.001000.5,4,0,9760.4
1989,01.008.001000.6,3,0,9952
1989,01.008.001000.7,4,0,9470.1
1989,01.008.001000.8,2,0,8810
1989,01.008.001000.9,1,0,10216.21
1989,01.008.002900.1,4,0,3719.42
1989,01.008.002900.2,3,0,3236.6
1989,01.008.002900.3,2,0,3716.67
1989,01.008.002900.4,3,0,4155.74
1989,01.008.002900.5,3,0,4305.12
1989,01.008.002900.6,4,0,3548.66
1989,01.008.002900.7,4,0,3985.96
1989,01.008.003500.1,3,1,8827.39
1989,01.008.003500.2,3,1,3754.45
1989,01.008.003500.3,4,1,2476.46
1989,01.008.003500.4,4,0,16075.41
1989,01.008.003600.1,5,0,13037.19
1989,01.008.003600.2,4,0,5924.64
1989,01.008.003600.3,4,0,5860.94
1989,01.008.003600.4,5,0,9868.97
1989,01.008.003700.1,2,0,4209.08
1989,01.008.003700.2,3,0,4043.21
1989,01.008.003700.3,3,0,4586.8
1989,01.008.003700.4,5,0,4987.3
1989,01.008.003700.5,4,0,3871.32
1989,01.008.003700.6,4,0,4236.11
1989,01.008.003700.7,3,0,3129.01
1989,01.008.003700.8,4,0,4659.98
1989,01.008.003700.9,4,0,2827.38
1989,01.008.003800.1,4,0,3729.63
1989,01.008.003800.2,4,0,4337.55
1989,01.008.003800.3,3,0,4940
1989,01.008.003800.4,4,0,2194.26
1989,01.008.003800.5,3,0,2691.2
1989,01.008.003800.6,4,0,3177.14
1989,01.008.003800.7,4,0,4745.87
1989,01.008.003800.8,3,0,3257.73
1989,01.008.003900.1,4,0,7983.19
1989,01.008.003900.2,2,0,6309.47
1989,01.008.003900.3,3,0,7456.98
1989,01.008.003900.4,4,0,8730.87
1989,01.008.003900.5,4,0,6927.24
1989,01.008.003900.6,4,0,7365.8
1989,01.008.003900.7,3,0,6614.2
1989,01.008.003900.8,5,0,8049.42
1989,01.008.003901.1,4,0,6550.08
1989,01.008.003901.2,4,0,8805.58
1989,01.008.003901.3,4,0,6870.47
1989,01.008.003901.4,4,0,5619.61
1989,01.008.003901.5,4,0,8082.18
1989,01.008.003901.6,3,0,6287.77
1989,01.008.003901.7,3,0,8682.33
1989,01.008.003901.9,2,0,8958.72
1989,01.008.004000.1,3,0,4349.23
1989,01.008.004000.2,2,0,5647.22
1989,01.008.004000.3,1,0,4365.6
1989,01.008.004000.4,2,0,6052.56
1989,01.008.004000.5,2,0,4772.46
1989,01.008.004000.6,1,0,3392.89
1989,01.008.004000.7,2,0,4074
1989,01.008.004100.1,2,0,4004.61
1989,01.008.004100.2,4,0,5416.02
1989,01.008.004100.3,4,0,5727.5
1989,01.008.004100.4,3,0,4621.77
1989,01.008.004100.5,4,0,4443
1989,01.008.004100.6,3,0,4798.3
1989,01.008.004100.7,3,0,4993.87
1989,01.008.004100.8,2,0,3953.47
1989,01.008.004200.1,2,0,6840.76
1989,01.008.004200.2,2,0,7432.89
1989,01.008.004200.3,2,0,7444.78
1989,01.008.004200.4,1,0,7245.19
1989,01.008.004200.5,2,0,6681.01
1989,01.008.004200.6,1,0,6638.91
1989,01.008.004300.1,3,0,8030.72
1989,01.008.004300.2,4,0,8585.38
1989,01.008.004300.3,2,0,7902.15
1989,01.008.004300.4,2,0,8240.16
1989,01.008.004300.5,3,0,8013.86
1989,01.008.004300.6,2,0,7310.31
1989,01.008.004300.7,2,0,6792.61
1989,01.008.004300.8,1,0,6674.09
1989,01.008.004400.1,1,0,10204.02
1989,01.008.004400.2,3,0,9532.69
1989,01.008.004400.3,3,0,9901.67
1989,01.008.004400.4,4,0,9240.64
1989,01.008.004400.5,3,0,8812.48
1989,01.008.004400.6,3,0,8989.49
1989,01.008.004400.7,3,0,8370.89
1989,01.008.004400.8,3,0,8554.5
1989,01.008.004500.1,3,0,7672.41
1989,01.008.004500.2,3,0,7927.05
1989,01.008.004500.3,4,0,8129.39
1989,01.008.004500.4,4,0,8251.59
1989,01.008.004500.5,3,0,7474.85
1989,01.008.004500.6,3,0,7148.06
1989,01.008.004500.7,3,0,7077.95
1989,01.008.004600.1,3,0,5838.04
1989,01.008.004600.2,4,0,6036.04
1989,01.008.004600.3,2,0,4957.82
1989,01.008.004600.4,5,0,5114.07
1989,01.008.004600.5,5,0,5288.17
1989,01.008.004600.6,3,0,4137.57
1989,01.008.004600.7,2,0,4316.57
1989,01.008.004600.8,1,0,4527.92
1989,01.008.004700.1,3,0,6538.39
1989,01.008.004700.2,1,0,6784.69
1989,01.008.004700.3,3,0,6312.72
1989,01.008.004700.4,1,0,5516.41
1989,01.008.004700.5,2,0,5768.63
1989,01.008.004700.6,3,0,6040.69
1989,01.008.004700.7,3,0,4787.74
1989,01.008.004700.8,1,0,5072.52
1989,01.008.004700.9,2,0,5383.58
1989,01.008.004800.1,2,0,7148.15
1989,01.008.004800.2,4,0,7399.5
1989,01.008.004800.3,2,0,7699.82
1989,01.008.004800.4,1,0,6348.72
1989,01.008.004800.5,1,0,6682.41
1989,01.008.004800.6,4,0,7027.59
1989,01.008.004800.7,2,0,5738.06
1989,01.008.004800.8,2,0,6476.47
1989,01.008.004800.9,1,0,6104.9
1989,01.008.004900.1,1,0,8931.29
1989,01.008.004900.2,2,0,8039.01
1989,01.008.004900.3,2,0,8819.01
1989,01.008.004900.4,3,0,9468.91
1989,01.008.004900.5,4,0,8395.03
1989,01.008.004900.6,2,0,9031.58
1989,01.008.005000.1,2,0,7388.41
1989,01.008.005000.2,2,0,7778.13
1989,01.008.005000.3,2,0,6863.72
1989,01.008.005000.4,3,0,7260.26
1989,01.008.005000.5,3,0,7730.78
1989,01.008.005000.6,2,0,7785.23
1989,01.008.005000.7,2,0,6851.74
1989,01.008.005000.8,2,0,7282.75
1989,01.008.005100.1,3,0,11411.65
1989,01.008.005100.2,3,0,12986.44
1989,01.008.005100.3,2,0,12307.28
1989,01.008.005100.4,1,0,12228.77
1989,01.008.005100.5,5,0,11323.24
1989,01.008.005100.6,4,0,10589.17
1989,01.008.005200.1,4,0,10426.5
1989,01.008.005200.2,1,0,10816.21
1989,01.008.005200.3,3,0,10433.98
1989,01.008.005200.4,4,0,10083.2
1989,01.008.005200.5,3,0,10091.89
1989,01.008.005200.6,1,0,9396.35
1989,01.008.005200.7,2,0,9450.41
1989,01.008.005300.1,3,0,8648.68
1989,01.008.005300.2,3,0,8726.71
1989,01.008.005300.3,3,0,8724.09
1989,01.008.005300.4,4,0,7975.54
1989,01.008.005300.5,3,0,7161.3
1989,01.008.005300.6,2,0,7325.26
1989,01.008.005300.7,2,0,7858.52
1989,01.008.005300.8,4,0,8452.27
1989,01.008.005400.1,2,0,7692.33
1989,01.008.005400.2,5,0,7366.75
1989,01.008.005400.3,5,0,7245.52
1989,01.008.005400.4,2,0,6847.56
1989,01.008.005400.5,4,0,6286.37
1989,01.008.005500.1,4,0,6748.83
1989,01.008.005500.2,3,0,6882.64
1989,01.008.005500.3,3,0,6651.36
1989,01.008.005500.4,5,0,6423.37
1989,01.008.005500.5,5,0,6122.36
1989,01.008.005500.6,5,0,5870.58
1989,01.008.005500.7,4,0,5623.41
1989,01.008.005600.1,2,0,4386.21
1989,01.008.005600.2,2,0,6099.05
1989,01.008.005600.3,2,0,5334.07
1989,01.008.005600.4,3,0,4849.57
1989,01.008.005600.5,5,0,3825.69
1989,01.008.005600.6,5,0,5361.95
1989,01.008.005700.1,4,0,6035.35
1989,01.008.005700.2,4,0,5238.5
1989,01.008.005700.3,5,0,4617.65
1989,01.008.005700.4,3,0,6391.44
1989,01.008.005700.5,2,0,5993.43
1989,01.008.005700.6,1,0,5188.36
1989,01.008.005700.7,1,0,5580.91
1989,01.008.005800.1,3,0,4578.18
1989,01.008.005800.2,3,0,3737.13
1989,01.008.005800.3,1,0,5231.56
1989,01.008.005800.4,2,0,3569.84
1989,01.008.005800.5,4,0,4124.02
1989,01.008.005800.6,4,0,5267.55
1989,01.008.005900.1,3,1,2229.31
1989,01.008.005900.2,3,0,3759.61
1989,01.008.005900.3,1,0,2963.62
1989,01.008.005900.4,2,1,582.99
1989,01.008.005900.5,1,1,468.77
1989,01.008.005900.6,3,0,2109.37
1989,01.008.005900.7,2,1,1345.39
1989,01.008.005900.8,3,0,2792.32
1989,01.008.006000.1,2,0,7897.69
1989,01.008.006000.2,1,0,5586.14
1989,01.008.006000.3,1,0,5883.09
1989,01.008.006000.4,2,0,4118.72
1989,01.008.006000.5,1,0,4496.12
1989,01.008.006000.6,1,0,6270.74
1989,01.008.006000.7,3,0,4031.07
1989,01.008.006100.1,2,0,3376.72
1989,01.008.006100.2,1,0,4508.84
1989,01.008.006100.3,2,0,3593.68
1989,01.008.006100.4,3,0,3847.48
1989,01.008.006100.5,4,0,2737.33
1989,01.008.006100.6,4,0,2997.01
1989,01.008.006100.7,2,0,2155.57
1989,01.008.006100.8,1,0,3131.24
1989,01.008.006200.1,3,0,5857.08
1989,01.008.006200.2,2,0,4264.52
1989,01.008.006200.3,2,0,3644.2
1989,01.008.006200.4,2,0,5061.66
1989,01.008.006200.5,3,0,3527.98
1989,01.008.006200.6,3,0,2979.14
1989,01.008.006300.1,4,0,4677.2
1989,01.008.006300.2,3,0,5508.67
1989,01.008.006300.3,5,0,5984.07
1989,01.008.006300.4,3,0,5137.64
1989,01.008.006300.5,4,0,5520.25
1989,01.008.006300.6,3,0,4596.22
1989,01.008.006300.7,3,0,5982.65
1989,01.008.006400.1,3,0,7985.91
1989,01.008.006400.2,3,0,7003.45
1989,01.008.006400.3,2,0,6413.25
1989,01.008.006400.4,1,0,7496.05
1989,01.008.006400.5,1,0,8507.1
1989,01.008.006400.6,1,0,6930.95
1989,01.008.006400.7,2,0,6155.43
1989,01.008.006500.1,2,0,8103.45
1989,01.008.006500.2,2,0,9093.43
1989,01.008.006500.3,3,0,7962.68
1989,01.008.006500.4,1,0,9063.75
1989,01.008.006500.5,2,0,7750.51
1989,01.008.006500.6,3,0,8461.17
1989,01.008.006500.7,2,0,7822.47
1989,01.008.006600.1,2,0,6044.38
1989,01.008.006600.2,1,0,6826.93
1989,01.008.006600.3,3,0,6863.17
1989,01.008.006600.4,4,0,6074.92
1989,01.008.006600.5,2,0,6109.91
1989,01.008.006600.6,5,0,6901.22
1989,01.008.006600.7,2,0,6285.91
1989,01.008.006600.8,3,0,7016.47
1989,01.008.006700.1,5,0,1654.6
1989,01.008.006700.2,3,0,2026.51
1989,01.008.006700.3,4,0,1320.19
1989,01.008.006700.4,4,0,1792.05
1989,01.008.006700.5,3,0,1918.49
1989,01.008.006700.6,3,0,2803.77
1989,01.008.006800.1,4,0,2433.41
1989,01.008.006800.2,2,0,2551.48
1989,01.008.006800.3,4,0,2755.64
1989,01.008.006800.4,4,0,2273.55
1989,01.008.006800.5,5,0,2702.41
1989,01.008.006800.6,4,0,3118.75
1989,01.008.006900.1,5,0,4818.05
1989,01.008.006900.2,1,0,5431.92
1989,01.008.006900.3,4,0,4436.35
1989,01.008.006900.4,4,0,4896.16
1989,01.008.006900.5,4,0,5285.04
1989,01.008.006900.6,2,0,5575.56
1989,01.008.007000.1,3,0,9179.2
1989,01.008.007000.2,2,0,9628.67
1989,01.008.007000.3,2,0,7337.6
1989,01.008.007000.4,1,0,7859.79
1989,01.008.007000.5,2,0,8424.96
1989,01.008.007000.6,1,0,7991.23
1989,01.008.007000.7,2,0,8973.9
1989,01.008.007100.1,3,0,5246.53
1989,01.008.007100.2,2,0,6081.9
1989,01.008.007100.3,1,0,6644.4
1989,01.008.007100.4,2,0,7043.73
1989,01.008.007100.5,5,0,5684.29
1989,01.008.007100.6,4,0,6351.33
1989,01.008.007100.7,1,0,7658.39
1989,01.008.007200.1,2,1,1110.75
1989,01.008.007200.2,2,0,2311.96
1989,01.008.007200.3,2,0,3312.76
1989,01.008.007200.4,3,0,3508.59
1989,01.008.007200.5,2,0,2786.72
1989,01.008.007200.6,4,0,3281.64
1989,01.008.007300.1,3,0,2280.84
1989,01.008.007300.2,3,0,2627.49
1989,01.008.007300.3,1,0,2362.17
1989,01.008.007300.4,1,0,3234.43
1989,01.008.007300.5,1,0,3670.77
1989,01.008.007300.6,3,0,4252.81
1989,01.008.007300.7,2,0,4075.65
1989,01.008.007400.1,1,0,3796.01
1989,01.008.007400.2,3,0,3636.67
1989,01.008.007400.3,3,0,4377.16
1989,01.008.007400.4,2,0,4430.13
1989,01.008.007400.5,4,0,4629.22
1989,01.008.007400.6,3,0,5264.18
1989,01.008.007400.7,2,0,4958.05
1989,01.008.007400.8,3,0,5725.71
1989,01.008.007500.1,3,0,4376.1
1989,01.008.007500.2,2,0,5116.88
1989,01.008.007500.3,2,0,6263.13
1989,01.008.007500.4,3,0,6172.11
1989,01.008.007500.5,2,0,6935.41
1989,01.008.007500.6,3,0,5781.25
1989,01.008.007500.7,3,0,5838.11
1989,01.008.007500.8,4,0,6443.02
1989,01.008.007600.1,5,0,7164.77
1989,01.008.007600.2,4,0,7434.94
1989,01.008.007600.3,4,0,6222.78
1989,01.008.007600.4,3,0,7324.78
1989,01.008.007600.5,4,0,6954.08
1989,01.008.007600.6,2,0,7904.42
1989,01.008.007600.7,4,0,6802.33
1989,01.008.007600.8,2,0,8233.59
1989,01.008.007700.1,3,0,5332.18
1989,01.008.007700.2,3,0,5470.75
1989,01.008.007700.3,3,0,5261.59
1989,01.008.007700.4,4,0,4579.05
1989,01.008.007700.5,3,0,4144.28
1989,01.008.007700.6,5,0,4003.8
1989,01.008.007700.7,3,0,3874.83
1989,01.008.007800.1,5,0,4855.78
1989,01.008.007800.2,3,0,4952
1989,01.008.007800.3,3,0,4714.57
1989,01.008.007800.4,2,0,4239.53
1989,01.008.007800.5,2,0,3914.9
1989,01.008.007800.6,4,0,4023.83
1989,01.008.007800.7,3,0,3596.4
1989,01.008.007800.8,2,0,3002.08
1989,01.008.007900.1,1,0,5656.84
1989,01.008.007900.2,3,0,4856.59
1989,01.008.007900.3,1,0,5069.52
1989,01.008.007900.4,3,0,4058.78
1989,01.008.008000.1,1,0,3905.93
1989,01.008.008000.2,2,0,4994.99
1989,01.008.008000.3,1,0,4693.34
1989,01.008.008000.4,1,0,4340.88
1989,01.008.008000.5,1,0,4331.9
1989,01.008.008000.6,1,0,3945.71
1989,01.008.008000.7,1,0,4440.7
1989,01.008.008100.1,1,0,2748.19
1989,01.008.008100.2,1,0,3167.9
1989,01.008.008100.3,2,0,3250.3
1989,01.008.008100.4,1,0,4197.84
1989,01.008.008100.5,1,0,3600.73
1989,01.008.008100.6,2,0,3867.24
1989,01.008.008100.7,1,0,2414.02
1989,01.008.008200.1,2,0,3228.81
1989,01.008.008200.2,1,0,3806.94
1989,01.008.008200.3,2,0,3135.85
1989,01.008.008200.4,3,0,2728.29
1989,01.008.008200.5,1,0,1982.82
1989,01.008.008200.6,2,0,1601.59
1989,01.008.008200.7,2,1,1372.34
1989,01.008.008300.1,4,0,3210.22
1989,01.008.008300.2,1,0,3311.33
1989,01.008.008300.3,3,0,2441.41
1989,01.008.008300.4,3,0,2614.34
1989,01.008.008300.5,3,0,1588.13
1989,01.008.008300.6,3,0,1635.94
1989,01.008.008300.7,3,1,791.35
1989,01.008.008300.8,1,1,924.92
1989,01.008.008400.1,2,0,3226.55
1989,01.008.008400.2,3,0,2728.58
1989,01.008.008400.3,4,1,1720.42
1989,01.008.008400.4,2,0,2238.22
1989,01.008.008400.5,1,0,2627.75
1989,01.008.008400.6,3,0,3312.21
1989,01.008.008400.7,2,0,2583.19
1989,01.008.008500.1,3,1,1465.35
1989,01.008.008500.2,2,0,1976.17
1989,01.008.008500.3,1,0,2184.6
1989,01.008.008500.4,3,1,517.85
1989,01.008.008500.5,4,1,1016.91
1989,01.008.008500.6,1,1,1149.3
1989,01.008.008500.7,4,0,1792.24
1989,01.008.008500.8,4,0,2211.34
1989,01.008.008600.1,3,0,4147.25
1989,01.008.008600.2,3,0,4741.44
1989,01.008.008600.3,3,0,3122.08
1989,01.008.008600.4,2,0,3555.68
1989,01.008.008600.5,1,0,4621.92
1989,01.008.008600.6,2,0,2546.19
1989,01.008.008700.1,2,0,5014.22
1989,01.008.008700.2,4,0,5376.85
1989,01.008.008700.3,3,0,5075.8
1989,01.008.008700.4,1,0,5708.51
1989,01.008.008700.5,1,0,6178.84
1989,01.008.008700.6,2,0,5824.69
1989,01.008.008700.7,1,0,6912.59
1989,01.008.008700.8,3,0,7356.29
1989,01.008.008800.1,4,0,4501.68
1989,01.008.008800.2,4,0,3323.68
1989,01.008.008800.3,4,0,2528.74
1989,01.008.008800.4,3,0,4107.81
1989,01.008.008800.5,3,0,4280.21
1989,01.008.008800.6,2,0,4951.84
1989,01.008.008900.1,4,0,2673.87
1989,01.008.008900.2,3,0,3495.49
